Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 101 Hùng Vương,373479
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1486609
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,531480
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2299844
Cà Phê Muối Chú Long - 3/26 Quang Trung,2440164
Cà Phê Muối Chú Long - 35 Trần Phú,813648
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,1439023
Cà Phê Muối Chú Long - 417 Cộng Hoà,2750091
Cà Phê Muối Chú Long - 585 Quang Trung,7110904
Cà Phê Muối Chú Long - 59 Trường Chinh,1327230
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,598999
Cà Phê Muối Chú Long - An Dương Vương,3395556
Cà Phê Muối Chú Long - Bà Rịa,80543
Cà Phê Muối Chú Long - Bà Triệu,1199539
Cà Phê Muối Chú Long - Bạch Đằng,1771580
Cà Phê Muối Chú Long - Bến Tre,453386
Cà Phê Muối Chú Long - Bình Long,6084271
Cà Phê Muối Chú Long - Cà Mau,568273
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1886697
Cà Phê Muối Chú Long - Cần Thơ,1786641
Cà Phê Muối Chú Long - Classic,3352352
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1117455
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1468162
Cà Phê Muối Chú Long - Đoàn Thị Điểm,573915
Cà Phê Muối Chú Long - Đội Cấn,4128374
Cà Phê Muối Chú Long - Đồng Xoài,714663
Cà Phê Muối Chú Long - Đường Láng,6966437
Cà Phê Muối Chú Long - Hà Huy Giáp,4790866
Cà Phê Muối Chú Long - Hậu Giang,5918326
Cà Phê Muối Chú Long - Hoàng Diệu,2127624
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3193462
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2988568
Cà Phê Muối Chú Long - Kha Vạn Cân,2716943
Cà Phê Muối Chú Long - Kiên Giang,799283
Cà Phê Muối Chú Long - Lạc Long Quân,2536352
Cà Phê Muối Chú Long - Lê Duẩn,2080924
Cà Phê Muối Chú Long - Lê Văn Sỹ,3363229
Cà Phê Muối Chú Long - Lê Văn Việt,2658773
Cà Phê Muối Chú Long - Long An,985827
Cà Phê Muối Chú Long - Long Xuyên,694606
Cà Phê Muối Chú Long - Ngô Tất Tố,667739
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5891811
Cà Phê Muối Chú Long - Nguyễn Huệ,3337840
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2327198
Cà Phê Muối Chú Long - Nha Trang,3868185
Cà Phê Muối Chú Long - Phan Thiết,3674328
Cà Phê Muối Chú Long - Phan Văn Trị,3628311
Cà Phê Muối Chú Long - Quảng Ngãi,762779
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,4377971
Cà Phê Muối Chú Long - Tây Ninh,165234
Cà Phê Muối Chú Long - Thanh Nhàn,7470887
Cà Phê Muối Chú Long - Thành Thái,5077512
Cà Phê Muối Chú Long - Thích Quảng Đức,807776
Cà Phê Muối Chú Long - Thuận An,861110
Cà Phê Muối Chú Long - Tôn Đức Thắng,5607446
Cà Phê Muối Chú Long - Trà Vinh,883422
Cà Phê Muối Chú Long - Trần Hưng Đạo,1317839
Cà Phê Muối Chú Long - Trương Định,6377810
Cà Phê Muối Chú Long - Vĩnh Long,617073
Cà Phê Muối Chú Long - Võ Văn Kiệt,2738493
Cà Phê Muối Chú Long - Vũng Tàu,2077251
(blank),
Grand Total,154112113
