Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 101 Hùng Vương,551541
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1867287
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,398836
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2086490
Cà Phê Muối Chú Long - 3/26 Quang Trung,1513485
Cà Phê Muối Chú Long - 35 Trần Phú,286075
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,435729
Cà Phê Muối Chú Long - 417 Cộng Hoà,2432089
Cà Phê Muối Chú Long - 585 Quang Trung,3939249
Cà Phê Muối Chú Long - 59 Trường Chinh,1866842
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,190700
Cà Phê Muối Chú Long - An Dương Vương,3007740
Cà Phê Muối Chú Long - Bà Rịa,16410
Cà Phê Muối Chú Long - Bà Triệu,801652
Cà Phê Muối Chú Long - Bạch Đằng,885787
Cà Phê Muối Chú Long - Bến Tre,211260
Cà Phê Muối Chú Long - Bình Long,3579841
Cà Phê Muối Chú Long - Cà Mau,216731
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1759046
Cà Phê Muối Chú Long - Cần Thơ,1058014
Cà Phê Muối Chú Long - Classic,2030999
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2836843
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1749498
Cà Phê Muối Chú Long - Đoàn Thị Điểm,131851
Cà Phê Muối Chú Long - Đội Cấn,7467515
Cà Phê Muối Chú Long - Đồng Xoài,481591
Cà Phê Muối Chú Long - Đường Láng,8389195
Cà Phê Muối Chú Long - Hà Huy Giáp,2856585
Cà Phê Muối Chú Long - Hậu Giang,4659200
Cà Phê Muối Chú Long - Hoàng Diệu,900998
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2746248
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3400335
Cà Phê Muối Chú Long - Kha Vạn Cân,2004733
Cà Phê Muối Chú Long - Kiên Giang,762500
Cà Phê Muối Chú Long - Lạc Long Quân,2049365
Cà Phê Muối Chú Long - Lê Duẩn,1255974
Cà Phê Muối Chú Long - Lê Văn Sỹ,3689013
Cà Phê Muối Chú Long - Lê Văn Việt,2129531
Cà Phê Muối Chú Long - Long An,1131894
Cà Phê Muối Chú Long - Long Xuyên,191266
Cà Phê Muối Chú Long - Ngô Tất Tố,670639
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5941866
Cà Phê Muối Chú Long - Nguyễn Huệ,5191994
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1964370
Cà Phê Muối Chú Long - Nha Trang,3299052
Cà Phê Muối Chú Long - Phan Thiết,2290295
Cà Phê Muối Chú Long - Phan Văn Trị,2459794
Cà Phê Muối Chú Long - Quảng Ngãi,754481
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,6150845
Cà Phê Muối Chú Long - Tây Ninh,297710
Cà Phê Muối Chú Long - Thanh Nhàn,10219410
Cà Phê Muối Chú Long - Thành Thái,5392758
Cà Phê Muối Chú Long - Thích Quảng Đức,1078350
Cà Phê Muối Chú Long - Thuận An,1361938
Cà Phê Muối Chú Long - Tôn Đức Thắng,10918490
Cà Phê Muối Chú Long - Trà Vinh,243026
Cà Phê Muối Chú Long - Trần Hưng Đạo,687044
Cà Phê Muối Chú Long - Trương Định,9201755
Cà Phê Muối Chú Long - Vĩnh Long,542828
Cà Phê Muối Chú Long - Võ Văn Kiệt,1545621
Cà Phê Muối Chú Long - Vũng Tàu,1750578
(blank),
Grand Total,149932782
