Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 101 Hùng Vương,101104
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1682594
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,245099
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1025373
Cà Phê Muối Chú Long - 3/26 Quang Trung,2150380
Cà Phê Muối Chú Long - 35 Trần Phú,132415
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,1120435
Cà Phê Muối Chú Long - 417 Cộng Hoà,3148401
Cà Phê Muối Chú Long - 585 Quang Trung,6402913
Cà Phê Muối Chú Long - 59 Trường Chinh,1853088
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,220114
Cà Phê Muối Chú Long - An Dương Vương,3736922
Cà Phê Muối Chú Long - Bà Rịa,101858
Cà Phê Muối Chú Long - Bà Triệu,598610
Cà Phê Muối Chú Long - Bạch Đằng,2441577
Cà Phê Muối Chú Long - Bến Tre,555652
Cà Phê Muối Chú Long - Bình Long,5436568
Cà Phê Muối Chú Long - Cà Mau,218301
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1479590
Cà Phê Muối Chú Long - Cần Thơ,1166340
Cà Phê Muối Chú Long - Classic,3128399
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2147429
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1690843
Cà Phê Muối Chú Long - Đoàn Thị Điểm,289503
Cà Phê Muối Chú Long - Đội Cấn,6053253
Cà Phê Muối Chú Long - Đồng Xoài,469353
Cà Phê Muối Chú Long - Đường Láng,7459087
Cà Phê Muối Chú Long - Hà Huy Giáp,4331746
Cà Phê Muối Chú Long - Hậu Giang,4799746
Cà Phê Muối Chú Long - Hoàng Diệu,938744
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3200558
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2731248
Cà Phê Muối Chú Long - Kha Vạn Cân,2668023
Cà Phê Muối Chú Long - Kiên Giang,258719
Cà Phê Muối Chú Long - Lạc Long Quân,2613375
Cà Phê Muối Chú Long - Lê Duẩn,1376532
Cà Phê Muối Chú Long - Lê Văn Sỹ,4817455
Cà Phê Muối Chú Long - Lê Văn Việt,2489979
Cà Phê Muối Chú Long - Long An,811139
Cà Phê Muối Chú Long - Long Xuyên,233631
Cà Phê Muối Chú Long - Ngô Tất Tố,694143
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4755677
Cà Phê Muối Chú Long - Nguyễn Huệ,3047454
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1931906
Cà Phê Muối Chú Long - Nha Trang,2814734
Cà Phê Muối Chú Long - Phan Thiết,2152435
Cà Phê Muối Chú Long - Phan Văn Trị,3650595
Cà Phê Muối Chú Long - Quảng Ngãi,739289
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,3749815
Cà Phê Muối Chú Long - Tây Ninh,224691
Cà Phê Muối Chú Long - Thanh Nhàn,8539647
Cà Phê Muối Chú Long - Thành Thái,4521621
Cà Phê Muối Chú Long - Thích Quảng Đức,581075
Cà Phê Muối Chú Long - Thuận An,972593
Cà Phê Muối Chú Long - Tôn Đức Thắng,7173003
Cà Phê Muối Chú Long - Trà Vinh,508195
Cà Phê Muối Chú Long - Trần Hưng Đạo,1015190
Cà Phê Muối Chú Long - Trương Định,7944669
Cà Phê Muối Chú Long - Vĩnh Long,601627
Cà Phê Muối Chú Long - Võ Văn Kiệt,3148441
Cà Phê Muối Chú Long - Vũng Tàu,1152591
(blank),
Grand Total,146245487
