Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,2227268
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,546073
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2064059
Cà Phê Muối Chú Long - 3/26 Quang Trung,2869609
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,735643
Cà Phê Muối Chú Long - 417 Cộng Hoà,3598344
Cà Phê Muối Chú Long - 59 Trường Chinh,2173841
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,796835
Cà Phê Muối Chú Long - An Dương Vương,3848925
Cà Phê Muối Chú Long - Bà Rịa,173724
Cà Phê Muối Chú Long - Bà Triệu,1262143
Cà Phê Muối Chú Long - Bạch Đằng,1425939
Cà Phê Muối Chú Long - Bến Tre,369630
Cà Phê Muối Chú Long - Bình Long,6809930
Cà Phê Muối Chú Long - Cà Mau,619562
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,2099321
Cà Phê Muối Chú Long - Cần Thơ,1225529
Cà Phê Muối Chú Long - Classic,3675551
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1681756
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,2276826
Cà Phê Muối Chú Long - Đoàn Thị Điểm,653785
Cà Phê Muối Chú Long - Đội Cấn,6009463
Cà Phê Muối Chú Long - Đồng Xoài,422522
Cà Phê Muối Chú Long - Đường Láng,7073894
Cà Phê Muối Chú Long - Hà Huy Giáp,5294022
Cà Phê Muối Chú Long - Hậu Giang,5902740
Cà Phê Muối Chú Long - Hoàng Diệu,1281156
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2738385
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3055514
Cà Phê Muối Chú Long - Kha Vạn Cân,3847990
Cà Phê Muối Chú Long - Kiên Giang,998386
Cà Phê Muối Chú Long - Lạc Long Quân,2942652
Cà Phê Muối Chú Long - Lê Duẩn,1493166
Cà Phê Muối Chú Long - Lê Văn Sỹ,4210028
Cà Phê Muối Chú Long - Lê Văn Việt,2632849
Cà Phê Muối Chú Long - Long An,759099
Cà Phê Muối Chú Long - Long Xuyên,524308
Cà Phê Muối Chú Long - Ngô Tất Tố,1463482
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6527223
Cà Phê Muối Chú Long - Nguyễn Huệ,3829259
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2073540
Cà Phê Muối Chú Long - Nha Trang,4447602
Cà Phê Muối Chú Long - Phan Thiết,6078321
Cà Phê Muối Chú Long - Phan Văn Trị,3486180
Cà Phê Muối Chú Long - Quảng Ngãi,1016322
Cà Phê Muối Chú Long - Tây Ninh,577989
Cà Phê Muối Chú Long - Thanh Nhàn,8472741
Cà Phê Muối Chú Long - Thành Thái,7076921
Cà Phê Muối Chú Long - Thích Quảng Đức,1124350
Cà Phê Muối Chú Long - Thuận An,1892848
Cà Phê Muối Chú Long - Tôn Đức Thắng,6674491
Cà Phê Muối Chú Long - Trà Vinh,915047
Cà Phê Muối Chú Long - Trần Hưng Đạo,1782434
Cà Phê Muối Chú Long - Trương Định,9044136
Cà Phê Muối Chú Long - Vĩnh Long,662902
Cà Phê Muối Chú Long - Võ Văn Kiệt,3797531
Cà Phê Muối Chú Long - Vũng Tàu,1680001
(blank),
Grand Total,162943787
