Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,507029
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,157767
Cà Phê Muối Chú Long - 417 Cộng Hoà,1942919
Cà Phê Muối Chú Long - An Dương Vương,3501343
Cà Phê Muối Chú Long - Bà Rịa,80732
Cà Phê Muối Chú Long - Bà Triệu,646610
Cà Phê Muối Chú Long - Bạch Đằng,1801750
Cà Phê Muối Chú Long - Bến Tre,668489
Cà Phê Muối Chú Long - Bình Long,3980618
Cà Phê Muối Chú Long - Cà Mau,277808
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,723568
Cà Phê Muối Chú Long - Cần Thơ,1254362
Cà Phê Muối Chú Long - Classic,2400452
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1564236
Cà Phê Muối Chú Long - Đoàn Thị Điểm,1335848
Cà Phê Muối Chú Long - Đội Cấn,21881
Cà Phê Muối Chú Long - Đồng Xoài,432027
Cà Phê Muối Chú Long - Đường Láng,4327226
Cà Phê Muối Chú Long - Hà Huy Giáp,3502179
Cà Phê Muối Chú Long - Hậu Giang,8554641
Cà Phê Muối Chú Long - Hoàng Diệu,1539642
Cà Phê Muối Chú Long - Hùng Vương,505970
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1898784
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2211753
Cà Phê Muối Chú Long - Kha Vạn Cân,2042365
Cà Phê Muối Chú Long - Kiên Giang,1182459
Cà Phê Muối Chú Long - Lạc Long Quân,1563407
Cà Phê Muối Chú Long - Lê Duẩn,1734606
Cà Phê Muối Chú Long - Long An,1328228
Cà Phê Muối Chú Long - Long Xuyên,728925
Cà Phê Muối Chú Long - Ngô Tất Tố,1357733
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4113783
Cà Phê Muối Chú Long - Nguyễn Huệ,1902631
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1230296
Cà Phê Muối Chú Long - Nha Trang,3101912
Cà Phê Muối Chú Long - Phan Thiết,3547985
Cà Phê Muối Chú Long - Phan Văn Trị,2995677
Cà Phê Muối Chú Long - Quảng Ngãi,1843251
Cà Phê Muối Chú Long - Tây Ninh,264453
Cà Phê Muối Chú Long - Thanh Nhàn,4784297
Cà Phê Muối Chú Long - Thích Quảng Đức,906308
Cà Phê Muối Chú Long - Thuận An,279921
Cà Phê Muối Chú Long - Tiền Giang,666605
Cà Phê Muối Chú Long - Tôn Đức Thắng,3348936
Cà Phê Muối Chú Long - Trà Vinh,437312
Cà Phê Muối Chú Long - Trần Hưng Đạo,630160
Cà Phê Muối Chú Long - Trương Định,2209259
Cà Phê Muối Chú Long - Vĩnh Long,1251192
Cà Phê Muối Chú Long - Võ Văn Kiệt,2364768
Cà Phê Muối Chú Long - Vũng Tàu,2256117
(blank),
Grand Total,91910220
