Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1470346
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,393095
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2041690
Cà Phê Muối Chú Long - 417 Cộng Hoà,4890226
Cà Phê Muối Chú Long - An Dương Vương,2635303
Cà Phê Muối Chú Long - Bà Rịa,33764
Cà Phê Muối Chú Long - Bà Triệu,826744
Cà Phê Muối Chú Long - Bạch Đằng,779251
Cà Phê Muối Chú Long - Bến Tre,387435
Cà Phê Muối Chú Long - Bình Long,4056018
Cà Phê Muối Chú Long - Cà Mau,396114
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1183633
Cà Phê Muối Chú Long - Cần Thơ,1018956
Cà Phê Muối Chú Long - Classic,2295966
Cà Phê Muối Chú Long - Công Trường Quốc Tế,3711535
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1337642
Cà Phê Muối Chú Long - Đoàn Thị Điểm,177309
Cà Phê Muối Chú Long - Đội Cấn,7037340
Cà Phê Muối Chú Long - Đồng Xoài,332736
Cà Phê Muối Chú Long - Đường Láng,9814198
Cà Phê Muối Chú Long - Hà Huy Giáp,3436026
Cà Phê Muối Chú Long - Hậu Giang,4433231
Cà Phê Muối Chú Long - Hoàng Diệu,1025187
Cà Phê Muối Chú Long - Hùng Vương,509852
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2684998
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2929329
Cà Phê Muối Chú Long - Kha Vạn Cân,1496333
Cà Phê Muối Chú Long - Kiên Giang,536019
Cà Phê Muối Chú Long - Lạc Long Quân,1805815
Cà Phê Muối Chú Long - Lê Duẩn,1155897
Cà Phê Muối Chú Long - Long An,1088785
Cà Phê Muối Chú Long - Long Xuyên,252759
Cà Phê Muối Chú Long - Ngô Tất Tố,1085545
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4314029
Cà Phê Muối Chú Long - Nguyễn Huệ,3799790
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2271891
Cà Phê Muối Chú Long - Nha Trang,3156280
Cà Phê Muối Chú Long - Phan Thiết,1744211
Cà Phê Muối Chú Long - Phan Văn Trị,2128620
Cà Phê Muối Chú Long - Quảng Ngãi,1096951
Cà Phê Muối Chú Long - Tây Ninh,105442
Cà Phê Muối Chú Long - Thanh Nhàn,11902313
Cà Phê Muối Chú Long - Thích Quảng Đức,584555
Cà Phê Muối Chú Long - Thuận An,1056116
Cà Phê Muối Chú Long - Tiền Giang,226352
Cà Phê Muối Chú Long - Tôn Đức Thắng,9402761
Cà Phê Muối Chú Long - Trà Vinh,486050
Cà Phê Muối Chú Long - Trần Hưng Đạo,220882
Cà Phê Muối Chú Long - Trương Định,9675777
Cà Phê Muối Chú Long - Vĩnh Long,467791
Cà Phê Muối Chú Long - Võ Văn Kiệt,2844109
Cà Phê Muối Chú Long - Vũng Tàu,762429
(blank),
Grand Total,123505426
