Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,653400
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,114684
Cà Phê Muối Chú Long - 417 Cộng Hoà,505516
Cà Phê Muối Chú Long - An Dương Vương,765820
Cà Phê Muối Chú Long - Bà Triệu,412713
Cà Phê Muối Chú Long - Bạch Đằng,308593
Cà Phê Muối Chú Long - Bến Tre,317645
Cà Phê Muối Chú Long - Bình Long,2486083
Cà Phê Muối Chú Long - Cà Mau,221070
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,319909
Cà Phê Muối Chú Long - Cần Thơ,717533
Cà Phê Muối Chú Long - Classic,1596524
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,480618
Cà Phê Muối Chú Long - Đoàn Thị Điểm,281429
Cà Phê Muối Chú Long - Đội Cấn,685089
Cà Phê Muối Chú Long - Đường Láng,926530
Cà Phê Muối Chú Long - Hà Huy Giáp,1788169
Cà Phê Muối Chú Long - Hậu Giang,4372338
Cà Phê Muối Chú Long - Hoàng Diệu,718286
Cà Phê Muối Chú Long - Hùng Vương,447421
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,829199
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,792227
Cà Phê Muối Chú Long - Kha Vạn Cân,933320
Cà Phê Muối Chú Long - Kiên Giang,365180
Cà Phê Muối Chú Long - Lạc Long Quân,681317
Cà Phê Muối Chú Long - Lê Duẩn,686597
Cà Phê Muối Chú Long - Long An,581721
Cà Phê Muối Chú Long - Long Xuyên,82241
Cà Phê Muối Chú Long - Ngô Tất Tố,1137034
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,1889273
Cà Phê Muối Chú Long - Nguyễn Huệ,2240119
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,466282
Cà Phê Muối Chú Long - Nha Trang,2291426
Cà Phê Muối Chú Long - Phan Thiết,1268320
Cà Phê Muối Chú Long - Phan Văn Trị,1890782
Cà Phê Muối Chú Long - Quảng Ngãi,253513
Cà Phê Muối Chú Long - Tây Ninh,223333
Cà Phê Muối Chú Long - Thanh Nhàn,1975291
Cà Phê Muối Chú Long - Thích Quảng Đức,129020
Cà Phê Muối Chú Long - Thuận An,307836
Cà Phê Muối Chú Long - Tiền Giang,316891
Cà Phê Muối Chú Long - Tôn Đức Thắng,2337449
Cà Phê Muối Chú Long - Trà Vinh,387813
Cà Phê Muối Chú Long - Trần Hưng Đạo,144110
Cà Phê Muối Chú Long - Trương Định,1330942
Cà Phê Muối Chú Long - Vĩnh Long,989906
Cà Phê Muối Chú Long - Võ Văn Kiệt,1011788
Cà Phê Muối Chú Long - Vũng Tàu,1418467
(blank),
Grand Total,45080767
