Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,999717
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,205037
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1856078
Cà Phê Muối Chú Long - 417 Cộng Hoà,2072245
Cà Phê Muối Chú Long - An Dương Vương,2366119
Cà Phê Muối Chú Long - Bà Rịa,125248
Cà Phê Muối Chú Long - Bà Triệu,673392
Cà Phê Muối Chú Long - Bạch Đằng,902386
Cà Phê Muối Chú Long - Bến Tre,428179
Cà Phê Muối Chú Long - Bình Long,4339900
Cà Phê Muối Chú Long - Cà Mau,557767
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,805811
Cà Phê Muối Chú Long - Cần Thơ,1293405
Cà Phê Muối Chú Long - Classic,1818353
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1232479
Cà Phê Muối Chú Long - Đoàn Thị Điểm,348203
Cà Phê Muối Chú Long - Đội Cấn,2916910
Cà Phê Muối Chú Long - Đồng Xoài,854475
Cà Phê Muối Chú Long - Đường Láng,4424404
Cà Phê Muối Chú Long - Hà Huy Giáp,3500330
Cà Phê Muối Chú Long - Hậu Giang,6790916
Cà Phê Muối Chú Long - Hoàng Diệu,1482032
Cà Phê Muối Chú Long - Hùng Vương,629633
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2007737
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,4796378
Cà Phê Muối Chú Long - Kha Vạn Cân,1470153
Cà Phê Muối Chú Long - Kiên Giang,870321
Cà Phê Muối Chú Long - Lạc Long Quân,3955487
Cà Phê Muối Chú Long - Lê Duẩn,1662547
Cà Phê Muối Chú Long - Long An,1069132
Cà Phê Muối Chú Long - Long Xuyên,296329
Cà Phê Muối Chú Long - Ngô Tất Tố,385553
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3502792
Cà Phê Muối Chú Long - Nguyễn Huệ,3011978
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1204189
Cà Phê Muối Chú Long - Nha Trang,2682262
Cà Phê Muối Chú Long - Phan Thiết,2691677
Cà Phê Muối Chú Long - Phan Văn Trị,2436288
Cà Phê Muối Chú Long - Quảng Ngãi,1276049
Cà Phê Muối Chú Long - Tây Ninh,205036
Cà Phê Muối Chú Long - Thanh Nhàn,5925112
Cà Phê Muối Chú Long - Thích Quảng Đức,1411674
Cà Phê Muối Chú Long - Thuận An,432330
Cà Phê Muối Chú Long - Tiền Giang,1159669
Cà Phê Muối Chú Long - Tôn Đức Thắng,4549278
Cà Phê Muối Chú Long - Trà Vinh,645102
Cà Phê Muối Chú Long - Trần Hưng Đạo,169575
Cà Phê Muối Chú Long - Trương Định,3306609
Cà Phê Muối Chú Long - Vĩnh Long,900311
Cà Phê Muối Chú Long - Võ Văn Kiệt,2207679
Cà Phê Muối Chú Long - Vũng Tàu,1724043
(blank),
Grand Total,96578309
