Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,705463
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,472129
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2346504
Cà Phê Muối Chú Long - 417 Cộng Hoà,3124030
Cà Phê Muối Chú Long - An Dương Vương,2949349
Cà Phê Muối Chú Long - Bà Rịa,233896
Cà Phê Muối Chú Long - Bà Triệu,878617
Cà Phê Muối Chú Long - Bạch Đằng,808071
Cà Phê Muối Chú Long - Bến Tre,487598
Cà Phê Muối Chú Long - Bình Long,4082247
Cà Phê Muối Chú Long - Cà Mau,454399
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1778742
Cà Phê Muối Chú Long - Cần Thơ,1224938
Cà Phê Muối Chú Long - Classic,1227958
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2690937
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1104596
Cà Phê Muối Chú Long - Đoàn Thị Điểm,345185
Cà Phê Muối Chú Long - Đội Cấn,3449969
Cà Phê Muối Chú Long - Đồng Xoài,706971
Cà Phê Muối Chú Long - Đường Láng,3694804
Cà Phê Muối Chú Long - Hà Huy Giáp,3245303
Cà Phê Muối Chú Long - Hậu Giang,4651898
Cà Phê Muối Chú Long - Hoàng Diệu,1199280
Cà Phê Muối Chú Long - Hùng Vương,339148
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2721122
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2764504
Cà Phê Muối Chú Long - Kha Vạn Cân,2313306
Cà Phê Muối Chú Long - Kiên Giang,842217
Cà Phê Muối Chú Long - Lạc Long Quân,1850044
Cà Phê Muối Chú Long - Lê Duẩn,811655
Cà Phê Muối Chú Long - Long An,890502
Cà Phê Muối Chú Long - Long Xuyên,222579
Cà Phê Muối Chú Long - Ngô Tất Tố,1104216
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5438083
Cà Phê Muối Chú Long - Nguyễn Huệ,4533056
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2122799
Cà Phê Muối Chú Long - Nha Trang,2951991
Cà Phê Muối Chú Long - Phan Thiết,1847954
Cà Phê Muối Chú Long - Phan Văn Trị,2901816
Cà Phê Muối Chú Long - Quảng Ngãi,785056
Cà Phê Muối Chú Long - Tây Ninh,234839
Cà Phê Muối Chú Long - Thanh Nhàn,9140804
Cà Phê Muối Chú Long - Thích Quảng Đức,802416
Cà Phê Muối Chú Long - Thuận An,743562
Cà Phê Muối Chú Long - Tiền Giang,318589
Cà Phê Muối Chú Long - Tôn Đức Thắng,6765625
Cà Phê Muối Chú Long - Trà Vinh,1034613
Cà Phê Muối Chú Long - Trần Hưng Đạo,320476
Cà Phê Muối Chú Long - Trương Định,4739409
Cà Phê Muối Chú Long - Vĩnh Long,402530
Cà Phê Muối Chú Long - Võ Văn Kiệt,3512589
Cà Phê Muối Chú Long - Vũng Tàu,1562577
(blank),
Grand Total,105880961
