Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1446384
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,177497
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3603322
Cà Phê Muối Chú Long - 417 Cộng Hoà,2402998
Cà Phê Muối Chú Long - An Dương Vương,752994
Cà Phê Muối Chú Long - Bến Tre,117607
Cà Phê Muối Chú Long - Bình Long,2919744
Cà Phê Muối Chú Long - Cà Mau,286899
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1439216
Cà Phê Muối Chú Long - Cần Thơ,311798
Cà Phê Muối Chú Long - Classic,1524003
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1988966
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1667170
Cà Phê Muối Chú Long - Đội Cấn,7023030
Cà Phê Muối Chú Long - Đồng Xoài,744318
Cà Phê Muối Chú Long - Đường Láng,9015472
Cà Phê Muối Chú Long - Hà Huy Giáp,3402334
Cà Phê Muối Chú Long - Hậu Giang,3968595
Cà Phê Muối Chú Long - Hoàng Diệu,868249
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,998680
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3236543
Cà Phê Muối Chú Long - Kiên Giang,251815
Cà Phê Muối Chú Long - Kha Vạn Cân,1678112
Cà Phê Muối Chú Long - Lạc Long Quân,1570596
Cà Phê Muối Chú Long - Lê Duẩn,777326
Cà Phê Muối Chú Long - Long An,554559
Cà Phê Muối Chú Long - Long Xuyên,46967
Cà Phê Muối Chú Long - Ngô Tất Tố,312365
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4766862
Cà Phê Muối Chú Long - Nguyễn Huệ,4631799
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2162975
Cà Phê Muối Chú Long - Phan Thiết,1932840
Cà Phê Muối Chú Long - Quảng Ngãi,911247
Cà Phê Muối Chú Long - Tây Ninh,73942
Cà Phê Muối Chú Long - Tiền Giang,273319
Cà Phê Muối Chú Long - Tôn Đức Thắng,8528814
Cà Phê Muối Chú Long - Thanh Nhàn,11149014
Cà Phê Muối Chú Long - Thích Quảng Đức,1123268
Cà Phê Muối Chú Long - Thuận An,830045
Cà Phê Muối Chú Long - Trà Vinh,165613
Cà Phê Muối Chú Long - Trần Hưng Đạo,434498
Cà Phê Muối Chú Long - Trương Định,7929739
Cà Phê Muối Chú Long - Vĩnh Long,420540
Cà Phê Muối Chú Long - Võ Văn Kiệt,2060738
Cà Phê Muối Chú Long - Vũng Tàu,861547
(blank),
Grand Total,101344359
