Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1050646
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,361972
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3126291
Cà Phê Muối Chú Long - 417 Cộng Hoà,3313496
Cà Phê Muối Chú Long - An Dương Vương,316892
Cà Phê Muối Chú Long - Bà Rịa,112043
Cà Phê Muối Chú Long - Bến Tre,90256
Cà Phê Muối Chú Long - Bình Long,3543716
Cà Phê Muối Chú Long - Cà Mau,243138
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,637651
Cà Phê Muối Chú Long - Cần Thơ,1207205
Cà Phê Muối Chú Long - Classic,1122044
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2875132
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1804206
Cà Phê Muối Chú Long - Đội Cấn,6707540
Cà Phê Muối Chú Long - Đồng Xoài,361409
Cà Phê Muối Chú Long - Đường Láng,7328505
Cà Phê Muối Chú Long - Hà Huy Giáp,3479386
Cà Phê Muối Chú Long - Hậu Giang,3664443
Cà Phê Muối Chú Long - Hoàng Diệu,648114
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1852684
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3418850
Cà Phê Muối Chú Long - Kiên Giang,538903
Cà Phê Muối Chú Long - Kha Vạn Cân,2267663
Cà Phê Muối Chú Long - Lạc Long Quân,1442609
Cà Phê Muối Chú Long - Lê Duẩn,987172
Cà Phê Muối Chú Long - Long An,541165
Cà Phê Muối Chú Long - Long Xuyên,224653
Cà Phê Muối Chú Long - Ngô Tất Tố,531267
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4863441
Cà Phê Muối Chú Long - Nguyễn Huệ,4356504
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1736112
Cà Phê Muối Chú Long - Phan Thiết,1523045
Cà Phê Muối Chú Long - Quảng Ngãi,1206448
Cà Phê Muối Chú Long - Tây Ninh,35462
Cà Phê Muối Chú Long - Tiền Giang,471188
Cà Phê Muối Chú Long - Tôn Đức Thắng,9116009
Cà Phê Muối Chú Long - Thanh Nhàn,11090447
Cà Phê Muối Chú Long - Thích Quảng Đức,742435
Cà Phê Muối Chú Long - Thuận An,1181926
Cà Phê Muối Chú Long - Trà Vinh,451569
Cà Phê Muối Chú Long - Trần Hưng Đạo,239837
Cà Phê Muối Chú Long - Trương Định,10002543
Cà Phê Muối Chú Long - Vĩnh Long,433179
Cà Phê Muối Chú Long - Võ Văn Kiệt,2310389
Cà Phê Muối Chú Long - Vũng Tàu,910308
(blank),
Grand Total,104469893
