Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,757146
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,258719
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2892625
Cà Phê Muối Chú Long - 417 Cộng Hoà,2555736
Cà Phê Muối Chú Long - Bà Rịa,54324
Cà Phê Muối Chú Long - Bà Triệu,1054426
Cà Phê Muối Chú Long - Bến Tre,193153
Cà Phê Muối Chú Long - Bình Long,3408771
Cà Phê Muối Chú Long - Cà Mau,150976
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,707271
Cà Phê Muối Chú Long - Cần Thơ,1114627
Cà Phê Muối Chú Long - Classic,2019056
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1444344
Cà Phê Muối Chú Long - Đoàn Thị Điểm,196925
Cà Phê Muối Chú Long - Đội Cấn,3722205
Cà Phê Muối Chú Long - Đồng Xoài,251250
Cà Phê Muối Chú Long - Đường Láng,5567648
Cà Phê Muối Chú Long - Hà Huy Giáp,3037071
Cà Phê Muối Chú Long - Hậu Giang,4446673
Cà Phê Muối Chú Long - Hoàng Diệu,1337624
Cà Phê Muối Chú Long - Hùng Vương,231710
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2248349
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3187783
Cà Phê Muối Chú Long - Kiên Giang,549957
Cà Phê Muối Chú Long - Kha Vạn Cân,2069228
Cà Phê Muối Chú Long - Lạc Long Quân,1414622
Cà Phê Muối Chú Long - Lê Duẩn,1469056
Cà Phê Muối Chú Long - Long An,704027
Cà Phê Muối Chú Long - Long Xuyên,90352
Cà Phê Muối Chú Long - Ngô Tất Tố,814414
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4855913
Cà Phê Muối Chú Long - Nguyễn Huệ,3181590
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1198906
Cà Phê Muối Chú Long - Phan Thiết,2133016
Cà Phê Muối Chú Long - Quảng Ngãi,1603775
Cà Phê Muối Chú Long - Tân Hoà Đông,2351188
Cà Phê Muối Chú Long - Tây Ninh,93030
Cà Phê Muối Chú Long - Tiền Giang,411998
Cà Phê Muối Chú Long - Tôn Đức Thắng,4986672
Cà Phê Muối Chú Long - Thanh Nhàn,8325803
Cà Phê Muối Chú Long - Thích Quảng Đức,951580
Cà Phê Muối Chú Long - Thuận An,538037
Cà Phê Muối Chú Long - Trà Vinh,900500
Cà Phê Muối Chú Long - Trần Hưng Đạo,473450
Cà Phê Muối Chú Long - Trương Định,4633857
Cà Phê Muối Chú Long - Vĩnh Long,398228
Cà Phê Muối Chú Long - Võ Văn Kiệt,1518894
Cà Phê Muối Chú Long - Vũng Tàu,1158693
(blank),
Grand Total,87665198
