Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1407562
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,530037
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3879171
Cà Phê Muối Chú Long - 417 Cộng Hoà,4227181
Cà Phê Muối Chú Long - Bà Rịa,165206
Cà Phê Muối Chú Long - Bà Triệu,983191
Cà Phê Muối Chú Long - Bến Tre,103224
Cà Phê Muối Chú Long - Bình Long,3390175
Cà Phê Muối Chú Long - Cà Mau,412994
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1372591
Cà Phê Muối Chú Long - Cần Thơ,1219538
Cà Phê Muối Chú Long - Classic,1744417
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2833616
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1732452
Cà Phê Muối Chú Long - Đoàn Thị Điểm,62624
Cà Phê Muối Chú Long - Đội Cấn,8102490
Cà Phê Muối Chú Long - Đồng Xoài,575838
Cà Phê Muối Chú Long - Đường Láng,9567357
Cà Phê Muối Chú Long - Hà Huy Giáp,5449692
Cà Phê Muối Chú Long - Hậu Giang,4572932
Cà Phê Muối Chú Long - Hoàng Diệu,1044569
Cà Phê Muối Chú Long - Hùng Vương,304856
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1669036
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3075057
Cà Phê Muối Chú Long - Kiên Giang,435157
Cà Phê Muối Chú Long - Kha Vạn Cân,1779953
Cà Phê Muối Chú Long - Lạc Long Quân,2063377
Cà Phê Muối Chú Long - Lê Duẩn,1393062
Cà Phê Muối Chú Long - Long An,624406
Cà Phê Muối Chú Long - Long Xuyên,223954
Cà Phê Muối Chú Long - Ngô Tất Tố,1381682
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4880620
Cà Phê Muối Chú Long - Nguyễn Huệ,4536458
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1508628
Cà Phê Muối Chú Long - Phan Thiết,2414893
Cà Phê Muối Chú Long - Quảng Ngãi,1090303
Cà Phê Muối Chú Long - Tây Ninh,89031
Cà Phê Muối Chú Long - Tiền Giang,229106
Cà Phê Muối Chú Long - Tôn Đức Thắng,9406570
Cà Phê Muối Chú Long - Thanh Nhàn,10653991
Cà Phê Muối Chú Long - Thích Quảng Đức,741486
Cà Phê Muối Chú Long - Thuận An,1164882
Cà Phê Muối Chú Long - Trà Vinh,695049
Cà Phê Muối Chú Long - Trần Hưng Đạo,546823
Cà Phê Muối Chú Long - Trương Định,9412073
Cà Phê Muối Chú Long - Vĩnh Long,431875
Cà Phê Muối Chú Long - Võ Văn Kiệt,2004490
Cà Phê Muối Chú Long - Vũng Tàu,717948
(blank),
Grand Total,116851623
