Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,"958,219"
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,"93,747"
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,"4,142,684"
Cà Phê Muối Chú Long - 417 Cộng Hoà,"3,122,591"
Cà Phê Muối Chú Long - Bà Rịa,"159,954"
Cà Phê Muối Chú Long - Bà Triệu,"1,189,173"
Cà Phê Muối Chú Long - Bến Tre,"188,437"
Cà Phê Muối Chú Long - Bình Long,"3,604,800"
Cà Phê Muối Chú Long - Cà Mau,"202,773"
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,"800,228"
Cà Phê Muối Chú Long - Cần Thơ,"758,731"
Cà Phê Muối Chú Long - Classic,"1,299,258"
Cà Phê Muối Chú Long - Công Trường Quốc Tế,"2,785,103"
Cà Phê Muối Chú Long - Đoàn Thị Điểm,"324,813"
Cà Phê Muối Chú Long - Đội Cấn,"8,534,188"
Cà Phê Muối Chú Long - Đồng Xoài,"724,022"
Cà Phê Muối Chú Long - Đường Láng,"9,979,669"
Cà Phê Muối Chú Long - Hà Huy Giáp,"3,253,079"
Cà Phê Muối Chú Long - Hậu Giang,"3,895,960"
Cà Phê Muối Chú Long - Hoàng Diệu,"772,273"
Cà Phê Muối Chú Long - Hùng Vương,"125,813"
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,"1,227,202"
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,"3,452,613"
Cà Phê Muối Chú Long - Kiên Giang,"375,932"
Cà Phê Muối Chú Long - Kha Vạn Cân,"2,734,623"
Cà Phê Muối Chú Long - Lạc Long Quân,"1,528,476"
Cà Phê Muối Chú Long - Lê Duẩn,"1,035,142"
Cà Phê Muối Chú Long - Long An,"524,191"
Cà Phê Muối Chú Long - Long Xuyên,"148,638"
Cà Phê Muối Chú Long - Ngô Tất Tố,"1,138,017"
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,"6,196,440"
Cà Phê Muối Chú Long - Nguyễn Huệ,"4,473,681"
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,"1,939,528"
Cà Phê Muối Chú Long - Phan Thiết,"1,435,169"
Cà Phê Muối Chú Long - Quảng Ngãi,"1,176,837"
Cà Phê Muối Chú Long - Tân Hoà Đông,"1,871,172"
Cà Phê Muối Chú Long - Tây Ninh,"89,786"
Cà Phê Muối Chú Long - Tiền Giang,"391,438"
Cà Phê Muối Chú Long - Tôn Đức Thắng,"11,528,736"
Cà Phê Muối Chú Long - Thanh Nhàn,"10,201,425"
Cà Phê Muối Chú Long - Thích Quảng Đức,"958,975"
Cà Phê Muối Chú Long - Thuận An,"1,139,300"
Cà Phê Muối Chú Long - Trà Vinh,"806,600"
Cà Phê Muối Chú Long - Trần Hưng Đạo,"456,100"
Cà Phê Muối Chú Long - Trương Định,"8,175,883"
Cà Phê Muối Chú Long - Vĩnh Long,"325,756"
Cà Phê Muối Chú Long - Võ Văn Kiệt,"1,147,979"
Cà Phê Muối Chú Long - Vũng Tàu,"706,067"
Grand Total,"112,101,221"
