Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1099407
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,25653
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3902015
Cà Phê Muối Chú Long - 417 Cộng Hoà,3356782
Cà Phê Muối Chú Long - An Dương Vương,749223
Cà Phê Muối Chú Long - Bà Rịa,102424
Cà Phê Muối Chú Long - Bến Tre,101669
Cà Phê Muối Chú Long - Bình Long,3030089
Cà Phê Muối Chú Long - Cà Mau,334905
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,788174
Cà Phê Muối Chú Long - Cần Thơ,809301
Cà Phê Muối Chú Long - Classic,1040179
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2121100
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1261530
Cà Phê Muối Chú Long - Đội Cấn,6067351
Cà Phê Muối Chú Long - Đồng Xoài,270112
Cà Phê Muối Chú Long - Đường Láng,6426865
Cà Phê Muối Chú Long - Hà Huy Giáp,3956892
Cà Phê Muối Chú Long - Hậu Giang,3583044
Cà Phê Muối Chú Long - Hoàng Diệu,882398
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,885695
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2848540
Cà Phê Muối Chú Long - Kiên Giang,389324
Cà Phê Muối Chú Long - Kha Vạn Cân,1194381
Cà Phê Muối Chú Long - Lạc Long Quân,2321324
Cà Phê Muối Chú Long - Lê Duẩn,984813
Cà Phê Muối Chú Long - Long An,469299
Cà Phê Muối Chú Long - Long Xuyên,219182
Cà Phê Muối Chú Long - Ngô Tất Tố,432801
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5552770
Cà Phê Muối Chú Long - Nguyễn Huệ,4148916
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2193906
Cà Phê Muối Chú Long - Phan Thiết,2071097
Cà Phê Muối Chú Long - Quảng Ngãi,1098460
Cà Phê Muối Chú Long - Tây Ninh,174668
Cà Phê Muối Chú Long - Tiền Giang,296897
Cà Phê Muối Chú Long - Tôn Đức Thắng,7090630
Cà Phê Muối Chú Long - Thanh Nhàn,10912565
Cà Phê Muối Chú Long - Thích Quảng Đức,995850
Cà Phê Muối Chú Long - Thuận An,874092
Cà Phê Muối Chú Long - Trà Vinh,175423
Cà Phê Muối Chú Long - Trần Hưng Đạo,432990
Cà Phê Muối Chú Long - Trương Định,6770716
Cà Phê Muối Chú Long - Vĩnh Long,339715
Cà Phê Muối Chú Long - Võ Văn Kiệt,2233236
Cà Phê Muối Chú Long - Vũng Tàu,851833
(blank),
Grand Total,95868236
