Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,731868
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,339150
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3402889
Cà Phê Muối Chú Long - 417 Cộng Hoà,2634125
Cà Phê Muối Chú Long - Bà Rịa,113930
Cà Phê Muối Chú Long - Bà Triệu,1060151
Cà Phê Muối Chú Long - Bến Tre,298216
Cà Phê Muối Chú Long - Bình Long,2598363
Cà Phê Muối Chú Long - Cà Mau,212016
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1021674
Cà Phê Muối Chú Long - Cần Thơ,1824237
Cà Phê Muối Chú Long - Classic,1483359
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2401890
Cà Phê Muối Chú Long - Đoàn Thị Điểm,206733
Cà Phê Muối Chú Long - Đội Cấn,7100177
Cà Phê Muối Chú Long - Đồng Xoài,419127
Cà Phê Muối Chú Long - Đường Láng,8420107
Cà Phê Muối Chú Long - Hà Huy Giáp,4102083
Cà Phê Muối Chú Long - Hậu Giang,3839291
Cà Phê Muối Chú Long - Hoàng Diệu,653439
Cà Phê Muối Chú Long - Hùng Vương,238649
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1835105
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2610060
Cà Phê Muối Chú Long - Kiên Giang,645666
Cà Phê Muối Chú Long - Kha Vạn Cân,1990835
Cà Phê Muối Chú Long - Lạc Long Quân,1660737
Cà Phê Muối Chú Long - Lê Duẩn,1624634
Cà Phê Muối Chú Long - Long An,508838
Cà Phê Muối Chú Long - Long Xuyên,384270
Cà Phê Muối Chú Long - Ngô Tất Tố,994664
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4920127
Cà Phê Muối Chú Long - Nguyễn Huệ,5208864
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2024485
Cà Phê Muối Chú Long - Phan Thiết,1703393
Cà Phê Muối Chú Long - Quảng Ngãi,1095161
Cà Phê Muối Chú Long - Tân Hoà Đông,2089448
Cà Phê Muối Chú Long - Tiền Giang,327643
Cà Phê Muối Chú Long - Tôn Đức Thắng,9258589
Cà Phê Muối Chú Long - Thanh Nhàn,9740425
Cà Phê Muối Chú Long - Thích Quảng Đức,1023711
Cà Phê Muối Chú Long - Thuận An,1127605
Cà Phê Muối Chú Long - Trà Vinh,285277
Cà Phê Muối Chú Long - Trần Hưng Đạo,973762
Cà Phê Muối Chú Long - Trương Định,7295976
Cà Phê Muối Chú Long - Vĩnh Long,228690
Cà Phê Muối Chú Long - Võ Văn Kiệt,2700520
Cà Phê Muối Chú Long - Vũng Tàu,894465
(blank),
Grand Total,106254424
