Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,941810
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,176176
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2486750
Cà Phê Muối Chú Long - 417 Cộng Hoà,1834771
Cà Phê Muối Chú Long - An Dương Vương,624729
Cà Phê Muối Chú Long - Bà Rịa,16410
Cà Phê Muối Chú Long - Bà Triệu,605489
Cà Phê Muối Chú Long - Bến Tre,230690
Cà Phê Muối Chú Long - Bình Long,3815809
Cà Phê Muối Chú Long - Cà Mau,537770
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,445535
Cà Phê Muối Chú Long - Cần Thơ,914930
Cà Phê Muối Chú Long - Classic,1423564
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1205041
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1746300
Cà Phê Muối Chú Long - Đoàn Thị Điểm,107517
Cà Phê Muối Chú Long - Đội Cấn,4129220
Cà Phê Muối Chú Long - Đồng Xoài,368386
Cà Phê Muối Chú Long - Đường Láng,5391217
Cà Phê Muối Chú Long - Hà Huy Giáp,3129484
Cà Phê Muối Chú Long - Hậu Giang,3703485
Cà Phê Muối Chú Long - Hoàng Diệu,932186
Cà Phê Muối Chú Long - Hùng Vương,513721
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1628123
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3492981
Cà Phê Muối Chú Long - Kiên Giang,519380
Cà Phê Muối Chú Long - Kha Vạn Cân,1310388
Cà Phê Muối Chú Long - Lạc Long Quân,1698858
Cà Phê Muối Chú Long - Lê Duẩn,487032
Cà Phê Muối Chú Long - Long An,559086
Cà Phê Muối Chú Long - Long Xuyên,234932
Cà Phê Muối Chú Long - Ngô Tất Tố,417241
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3379426
Cà Phê Muối Chú Long - Nguyễn Huệ,3574929
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,831465
Cà Phê Muối Chú Long - Phan Thiết,2113164
Cà Phê Muối Chú Long - Quảng Ngãi,1080258
Cà Phê Muối Chú Long - Tây Ninh,256531
Cà Phê Muối Chú Long - Tiền Giang,336601
Cà Phê Muối Chú Long - Tôn Đức Thắng,5376691
Cà Phê Muối Chú Long - Thanh Nhàn,7597203
Cà Phê Muối Chú Long - Thích Quảng Đức,602849
Cà Phê Muối Chú Long - Thuận An,410826
Cà Phê Muối Chú Long - Trà Vinh,374424
Cà Phê Muối Chú Long - Trần Hưng Đạo,483352
Cà Phê Muối Chú Long - Trương Định,5495334
Cà Phê Muối Chú Long - Vĩnh Long,390454
Cà Phê Muối Chú Long - Võ Văn Kiệt,1111574
Cà Phê Muối Chú Long - Vũng Tàu,703198
(blank),
Grand Total,79747290
