Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,638085
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,101291
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3278934
Cà Phê Muối Chú Long - 417 Cộng Hoà,2635870
Cà Phê Muối Chú Long - An Dương Vương,839235
Cà Phê Muối Chú Long - Bà Rịa,73753
Cà Phê Muối Chú Long - Bà Triệu,497972
Cà Phê Muối Chú Long - Bến Tre,297614
Cà Phê Muối Chú Long - Bình Long,4159626
Cà Phê Muối Chú Long - Cà Mau,645474
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,842783
Cà Phê Muối Chú Long - Cần Thơ,325949
Cà Phê Muối Chú Long - Classic,1891166
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1023486
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1237164
Cà Phê Muối Chú Long - Đoàn Thị Điểm,372725
Cà Phê Muối Chú Long - Đội Cấn,4645975
Cà Phê Muối Chú Long - Đồng Xoài,561352
Cà Phê Muối Chú Long - Đường Láng,5815878
Cà Phê Muối Chú Long - Hà Huy Giáp,3388471
Cà Phê Muối Chú Long - Hậu Giang,4441652
Cà Phê Muối Chú Long - Hoàng Diệu,745828
Cà Phê Muối Chú Long - Hùng Vương,299538
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2031203
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3322059
Cà Phê Muối Chú Long - Kiên Giang,201453
Cà Phê Muối Chú Long - Kha Vạn Cân,1355097
Cà Phê Muối Chú Long - Lạc Long Quân,1598798
Cà Phê Muối Chú Long - Lê Duẩn,574933
Cà Phê Muối Chú Long - Long An,453645
Cà Phê Muối Chú Long - Long Xuyên,192210
Cà Phê Muối Chú Long - Ngô Tất Tố,980104
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3357068
Cà Phê Muối Chú Long - Nguyễn Huệ,3234787
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1126476
Cà Phê Muối Chú Long - Phan Thiết,1681027
Cà Phê Muối Chú Long - Quảng Ngãi,1656703
Cà Phê Muối Chú Long - Tây Ninh,107894
Cà Phê Muối Chú Long - Tiền Giang,389700
Cà Phê Muối Chú Long - Tôn Đức Thắng,6002243
Cà Phê Muối Chú Long - Thanh Nhàn,6204372
Cà Phê Muối Chú Long - Thích Quảng Đức,416110
Cà Phê Muối Chú Long - Thuận An,658115
Cà Phê Muối Chú Long - Trà Vinh,284824
Cà Phê Muối Chú Long - Trần Hưng Đạo,231631
Cà Phê Muối Chú Long - Trương Định,5445189
Cà Phê Muối Chú Long - Vĩnh Long,187118
Cà Phê Muối Chú Long - Võ Văn Kiệt,2219754
Cà Phê Muối Chú Long - Vũng Tàu,1159293
(blank),
Grand Total,83831627
