Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,599456
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,201453
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2617536
Cà Phê Muối Chú Long - 417 Cộng Hoà,2801326
Cà Phê Muối Chú Long - An Dương Vương,941620
Cà Phê Muối Chú Long - Bà Rịa,89409
Cà Phê Muối Chú Long - Bà Triệu,824442
Cà Phê Muối Chú Long - Bến Tre,125625
Cà Phê Muối Chú Long - Bình Long,3769735
Cà Phê Muối Chú Long - Cà Mau,321040
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1294576
Cà Phê Muối Chú Long - Cần Thơ,752993
Cà Phê Muối Chú Long - Classic,2521171
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1497542
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1477397
Cà Phê Muối Chú Long - Đoàn Thị Điểm,174667
Cà Phê Muối Chú Long - Đội Cấn,6032001
Cà Phê Muối Chú Long - Đồng Xoài,375367
Cà Phê Muối Chú Long - Đường Láng,7993632
Cà Phê Muối Chú Long - Hà Huy Giáp,3384511
Cà Phê Muối Chú Long - Hậu Giang,4954380
Cà Phê Muối Chú Long - Hoàng Diệu,1134967
Cà Phê Muối Chú Long - Hùng Vương,385928
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2613602
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3420250
Cà Phê Muối Chú Long - Kiên Giang,127133
Cà Phê Muối Chú Long - Kha Vạn Cân,2361493
Cà Phê Muối Chú Long - Lạc Long Quân,1745473
Cà Phê Muối Chú Long - Lê Duẩn,635483
Cà Phê Muối Chú Long - Long An,651323
Cà Phê Muối Chú Long - Long Xuyên,190700
Cà Phê Muối Chú Long - Ngô Tất Tố,796720
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4013369
Cà Phê Muối Chú Long - Nguyễn Huệ,3045896
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1454687
Cà Phê Muối Chú Long - Phan Thiết,1670833
Cà Phê Muối Chú Long - Quảng Ngãi,1518819
Cà Phê Muối Chú Long - Tây Ninh,285203
Cà Phê Muối Chú Long - Tiền Giang,313685
Cà Phê Muối Chú Long - Tôn Đức Thắng,6091307
Cà Phê Muối Chú Long - Thanh Nhàn,8075465
Cà Phê Muối Chú Long - Thích Quảng Đức,836745
Cà Phê Muối Chú Long - Thuận An,721871
Cà Phê Muối Chú Long - Trà Vinh,342166
Cà Phê Muối Chú Long - Trần Hưng Đạo,305952
Cà Phê Muối Chú Long - Trương Định,7405610
Cà Phê Muối Chú Long - Vĩnh Long,183533
Cà Phê Muối Chú Long - Võ Văn Kiệt,2240394
Cà Phê Muối Chú Long - Vũng Tàu,1641724
(blank),
Grand Total,96960210
