Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,638313
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,60926
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2644165
Cà Phê Muối Chú Long - 417 Cộng Hoà,2917669
Cà Phê Muối Chú Long - An Dương Vương,788455
Cà Phê Muối Chú Long - Bà Rịa,127322
Cà Phê Muối Chú Long - Bà Triệu,12449
Cà Phê Muối Chú Long - Bến Tre,292557
Cà Phê Muối Chú Long - Bình Long,2962945
Cà Phê Muối Chú Long - Cà Mau,255398
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1366035
Cà Phê Muối Chú Long - Cần Thơ,952559
Cà Phê Muối Chú Long - Classic,802040
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2639261
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1266441
Cà Phê Muối Chú Long - Đoàn Thị Điểm,330471
Cà Phê Muối Chú Long - Đội Cấn,6945591
Cà Phê Muối Chú Long - Đồng Xoài,212771
Cà Phê Muối Chú Long - Đường Láng,8117718
Cà Phê Muối Chú Long - Hà Huy Giáp,3704231
Cà Phê Muối Chú Long - Hậu Giang,3951569
Cà Phê Muối Chú Long - Hoàng Diệu,870514
Cà Phê Muối Chú Long - Hùng Vương,681506
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2132610
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3554849
Cà Phê Muối Chú Long - Kiên Giang,265962
Cà Phê Muối Chú Long - Kha Vạn Cân,2070738
Cà Phê Muối Chú Long - Lạc Long Quân,1390554
Cà Phê Muối Chú Long - Lê Duẩn,1411108
Cà Phê Muối Chú Long - Long An,533622
Cà Phê Muối Chú Long - Long Xuyên,397810
Cà Phê Muối Chú Long - Ngô Tất Tố,1197777
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4558721
Cà Phê Muối Chú Long - Nguyễn Huệ,4034943
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,946527
Cà Phê Muối Chú Long - Phan Thiết,1497682
Cà Phê Muối Chú Long - Quảng Ngãi,1058565
Cà Phê Muối Chú Long - Tiền Giang,269168
Cà Phê Muối Chú Long - Tôn Đức Thắng,8393483
Cà Phê Muối Chú Long - Thanh Nhàn,11410746
Cà Phê Muối Chú Long - Thích Quảng Đức,763557
Cà Phê Muối Chú Long - Thuận An,658303
Cà Phê Muối Chú Long - Trà Vinh,187494
Cà Phê Muối Chú Long - Trần Hưng Đạo,314250
Cà Phê Muối Chú Long - Trương Định,8252764
Cà Phê Muối Chú Long - Vĩnh Long,260869
Cà Phê Muối Chú Long - Võ Văn Kiệt,3013871
Cà Phê Muối Chú Long - Vũng Tàu,940865
(blank),
Grand Total,102057744
