Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,699803
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,394982
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3341143
Cà Phê Muối Chú Long - 417 Cộng Hoà,3752266
Cà Phê Muối Chú Long - An Dương Vương,852965
Cà Phê Muối Chú Long - Bà Rịa,196171
Cà Phê Muối Chú Long - Bà Triệu,258606
Cà Phê Muối Chú Long - Bến Tre,43761
Cà Phê Muối Chú Long - Bình Long,3655962
Cà Phê Muối Chú Long - Cà Mau,296329
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,867687
Cà Phê Muối Chú Long - Cần Thơ,1208903
Cà Phê Muối Chú Long - Classic,1717411
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2352926
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1565225
Cà Phê Muối Chú Long - Đoàn Thị Điểm,292748
Cà Phê Muối Chú Long - Đội Cấn,8256534
Cà Phê Muối Chú Long - Đồng Xoài,607528
Cà Phê Muối Chú Long - Đường Láng,8662693
Cà Phê Muối Chú Long - Hà Huy Giáp,3484027
Cà Phê Muối Chú Long - Hậu Giang,4700112
Cà Phê Muối Chú Long - Hoàng Diệu,721311
Cà Phê Muối Chú Long - Hùng Vương,588400
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1961144
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2915147
Cà Phê Muối Chú Long - Kiên Giang,527021
Cà Phê Muối Chú Long - Kha Vạn Cân,2740132
Cà Phê Muối Chú Long - Lạc Long Quân,2278599
Cà Phê Muối Chú Long - Lê Duẩn,1042536
Cà Phê Muối Chú Long - Long An,847684
Cà Phê Muối Chú Long - Long Xuyên,439535
Cà Phê Muối Chú Long - Ngô Tất Tố,1321896
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6138913
Cà Phê Muối Chú Long - Nguyễn Huệ,4071993
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2116383
Cà Phê Muối Chú Long - Phan Thiết,1834748
Cà Phê Muối Chú Long - Quảng Ngãi,1122250
Cà Phê Muối Chú Long - Tây Ninh,193530
Cà Phê Muối Chú Long - Tiền Giang,294445
Cà Phê Muối Chú Long - Tôn Đức Thắng,8683436
Cà Phê Muối Chú Long - Thanh Nhàn,10111943
Cà Phê Muối Chú Long - Thích Quảng Đức,652647
Cà Phê Muối Chú Long - Thuận An,687200
Cà Phê Muối Chú Long - Trà Vinh,1044042
Cà Phê Muối Chú Long - Trần Hưng Đạo,490995
Cà Phê Muối Chú Long - Trương Định,10911627
Cà Phê Muối Chú Long - Vĩnh Long,207865
Cà Phê Muối Chú Long - Võ Văn Kiệt,3113277
Cà Phê Muối Chú Long - Vũng Tàu,1034803
(blank),
Grand Total,115301284
