Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,511557
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,60926
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2444601
Cà Phê Muối Chú Long - 417 Cộng Hoà,3504301
Cà Phê Muối Chú Long - An Dương Vương,834483
Cà Phê Muối Chú Long - Bà Rịa,28859
Cà Phê Muối Chú Long - Bà Triệu,1378663
Cà Phê Muối Chú Long - Bến Tre,195604
Cà Phê Muối Chú Long - Bình Long,2867881
Cà Phê Muối Chú Long - Cà Mau,206356
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1178539
Cà Phê Muối Chú Long - Cần Thơ,1106291
Cà Phê Muối Chú Long - Classic,2226922
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2290680
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1199289
Cà Phê Muối Chú Long - Đoàn Thị Điểm,316894
Cà Phê Muối Chú Long - Đội Cấn,7632190
Cà Phê Muối Chú Long - Đồng Xoài,285202
Cà Phê Muối Chú Long - Đường Láng,9548254
Cà Phê Muối Chú Long - Hà Huy Giáp,3509005
Cà Phê Muối Chú Long - Hậu Giang,4806041
Cà Phê Muối Chú Long - Hoàng Diệu,749150
Cà Phê Muối Chú Long - Hùng Vương,531736
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1916822
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3034629
Cà Phê Muối Chú Long - Kiên Giang,332169
Cà Phê Muối Chú Long - Kha Vạn Cân,1936441
Cà Phê Muối Chú Long - Lạc Long Quân,1085736
Cà Phê Muối Chú Long - Lê Duẩn,1631430
Cà Phê Muối Chú Long - Long An,657021
Cà Phê Muối Chú Long - Long Xuyên,94690
Cà Phê Muối Chú Long - Ngô Tất Tố,840895
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6148833
Cà Phê Muối Chú Long - Nguyễn Huệ,4423515
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1686323
Cà Phê Muối Chú Long - Phan Thiết,1226470
Cà Phê Muối Chú Long - Quảng Ngãi,1498482
Cà Phê Muối Chú Long - Tây Ninh,126757
Cà Phê Muối Chú Long - Tiền Giang,365556
Cà Phê Muối Chú Long - Tôn Đức Thắng,9421124
Cà Phê Muối Chú Long - Thanh Nhàn,9334356
Cà Phê Muối Chú Long - Thích Quảng Đức,886014
Cà Phê Muối Chú Long - Thuận An,1112325
Cà Phê Muối Chú Long - Trà Vinh,251062
Cà Phê Muối Chú Long - Trần Hưng Đạo,640949
Cà Phê Muối Chú Long - Trương Định,7870232
Cà Phê Muối Chú Long - Vĩnh Long,296896
Cà Phê Muối Chú Long - Võ Văn Kiệt,3032733
Cà Phê Muối Chú Long - Vũng Tàu,958072
(blank),
Grand Total,108222956
