Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,530043
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,127512
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2601160
Cà Phê Muối Chú Long - 417 Cộng Hoà,3403945
Cà Phê Muối Chú Long - An Dương Vương,1579929
Cà Phê Muối Chú Long - Bà Rịa,28859
Cà Phê Muối Chú Long - Bến Tre,16410
Cà Phê Muối Chú Long - Bình Long,2934275
Cà Phê Muối Chú Long - Cà Mau,221257
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,841651
Cà Phê Muối Chú Long - Cần Thơ,1229274
Cà Phê Muối Chú Long - Classic,1288692
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2744890
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1482987
Cà Phê Muối Chú Long - Đoàn Thị Điểm,36971
Cà Phê Muối Chú Long - Đội Cấn,5899470
Cà Phê Muối Chú Long - Đồng Xoài,384042
Cà Phê Muối Chú Long - Đường Láng,6119794
Cà Phê Muối Chú Long - Hà Huy Giáp,3398092
Cà Phê Muối Chú Long - Hậu Giang,3923952
Cà Phê Muối Chú Long - Hoàng Diệu,1105354
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1566731
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3882685
Cà Phê Muối Chú Long - Kiên Giang,627935
Cà Phê Muối Chú Long - Kha Vạn Cân,1436581
Cà Phê Muối Chú Long - Lạc Long Quân,1120442
Cà Phê Muối Chú Long - Lê Duẩn,800150
Cà Phê Muối Chú Long - Long An,921624
Cà Phê Muối Chú Long - Long Xuyên,127133
Cà Phê Muối Chú Long - Ngô Tất Tố,653025
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4058857
Cà Phê Muối Chú Long - Nguyễn Huệ,3216085
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2063944
Cà Phê Muối Chú Long - Phan Thiết,2094109
Cà Phê Muối Chú Long - Quảng Ngãi,1103462
Cà Phê Muối Chú Long - Tây Ninh,60360
Cà Phê Muối Chú Long - Tiền Giang,258228
Cà Phê Muối Chú Long - Tôn Đức Thắng,9367924
Cà Phê Muối Chú Long - Thanh Nhàn,10999156
Cà Phê Muối Chú Long - Thích Quảng Đức,896578
Cà Phê Muối Chú Long - Thuận An,896536
Cà Phê Muối Chú Long - Trà Vinh,397056
Cà Phê Muối Chú Long - Trần Hưng Đạo,492689
Cà Phê Muối Chú Long - Trương Định,7608423
Cà Phê Muối Chú Long - Vĩnh Long,302745
Cà Phê Muối Chú Long - Võ Văn Kiệt,3411873
Cà Phê Muối Chú Long - Vũng Tàu,519856
(blank),
Grand Total,98782746
