Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1066229
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,181458
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2700224
Cà Phê Muối Chú Long - 417 Cộng Hoà,3195974
Cà Phê Muối Chú Long - An Dương Vương,1263339
Cà Phê Muối Chú Long - Bà Rịa,48289
Cà Phê Muối Chú Long - Bà Triệu,492425
Cà Phê Muối Chú Long - Bến Tre,151277
Cà Phê Muối Chú Long - Bình Long,3665986
Cà Phê Muối Chú Long - Cà Mau,425161
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1069515
Cà Phê Muối Chú Long - Cần Thơ,1741204
Cà Phê Muối Chú Long - Classic,2034144
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2262161
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1482041
Cà Phê Muối Chú Long - Đoàn Thị Điểm,156184
Cà Phê Muối Chú Long - Đội Cấn,4690225
Cà Phê Muối Chú Long - Đồng Xoài,228615
Cà Phê Muối Chú Long - Đường Láng,6602332
Cà Phê Muối Chú Long - Hà Huy Giáp,2676790
Cà Phê Muối Chú Long - Hậu Giang,4280077
Cà Phê Muối Chú Long - Hoàng Diệu,1033862
Cà Phê Muối Chú Long - Hùng Vương,662455
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1780331
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3229097
Cà Phê Muối Chú Long - Kiên Giang,320287
Cà Phê Muối Chú Long - Kha Vạn Cân,2311054
Cà Phê Muối Chú Long - Lạc Long Quân,1746941
Cà Phê Muối Chú Long - Lê Duẩn,1015750
Cà Phê Muối Chú Long - Long An,992924
Cà Phê Muối Chú Long - Long Xuyên,342544
Cà Phê Muối Chú Long - Ngô Tất Tố,1412432
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5018860
Cà Phê Muối Chú Long - Nguyễn Huệ,4818571
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1143078
Cà Phê Muối Chú Long - Phan Thiết,1448636
Cà Phê Muối Chú Long - Quảng Ngãi,1233237
Cà Phê Muối Chú Long - Tây Ninh,119966
Cà Phê Muối Chú Long - Tiền Giang,699802
Cà Phê Muối Chú Long - Tôn Đức Thắng,7249391
Cà Phê Muối Chú Long - Thanh Nhàn,9004213
Cà Phê Muối Chú Long - Thích Quảng Đức,702443
Cà Phê Muối Chú Long - Thuận An,557805
Cà Phê Muối Chú Long - Trà Vinh,323682
Cà Phê Muối Chú Long - Trần Hưng Đạo,220692
Cà Phê Muối Chú Long - Trương Định,6000573
Cà Phê Muối Chú Long - Vĩnh Long,510232
Cà Phê Muối Chú Long - Võ Văn Kiệt,2212060
Cà Phê Muối Chú Long - Vũng Tàu,901633
(blank),
Grand Total,97426201
