Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,579463
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,136566
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,4446288
Cà Phê Muối Chú Long - 417 Cộng Hoà,2872028
Cà Phê Muối Chú Long - An Dương Vương,902386
Cà Phê Muối Chú Long - Bà Rịa,80732
Cà Phê Muối Chú Long - Bà Triệu,332170
Cà Phê Muối Chú Long - Bến Tre,20372
Cà Phê Muối Chú Long - Bình Long,3453372
Cà Phê Muối Chú Long - Cà Mau,200131
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,858632
Cà Phê Muối Chú Long - Cần Thơ,930680
Cà Phê Muối Chú Long - Classic,1251346
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1239655
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1582575
Cà Phê Muối Chú Long - Đoàn Thị Điểm,176554
Cà Phê Muối Chú Long - Đội Cấn,3394895
Cà Phê Muối Chú Long - Đồng Xoài,314629
Cà Phê Muối Chú Long - Đường Láng,3818931
Cà Phê Muối Chú Long - Hà Huy Giáp,3077809
Cà Phê Muối Chú Long - Hậu Giang,3637088
Cà Phê Muối Chú Long - Hoàng Diệu,715648
Cà Phê Muối Chú Long - Hùng Vương,483638
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1885508
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2878819
Cà Phê Muối Chú Long - Kiên Giang,317836
Cà Phê Muối Chú Long - Kha Vạn Cân,1505616
Cà Phê Muối Chú Long - Lạc Long Quân,1195891
Cà Phê Muối Chú Long - Lê Duẩn,737340
Cà Phê Muối Chú Long - Long An,445723
Cà Phê Muối Chú Long - Long Xuyên,154107
Cà Phê Muối Chú Long - Ngô Tất Tố,806564
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3767252
Cà Phê Muối Chú Long - Nguyễn Huệ,2887111
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1111010
Cà Phê Muối Chú Long - Phan Thiết,2244823
Cà Phê Muối Chú Long - Quảng Ngãi,1307555
Cà Phê Muối Chú Long - Tây Ninh,233897
Cà Phê Muối Chú Long - Tiền Giang,247666
Cà Phê Muối Chú Long - Tôn Đức Thắng,4448936
Cà Phê Muối Chú Long - Thanh Nhàn,5439232
Cà Phê Muối Chú Long - Thích Quảng Đức,643591
Cà Phê Muối Chú Long - Thuận An,500049
Cà Phê Muối Chú Long - Trà Vinh,586251
Cà Phê Muối Chú Long - Trần Hưng Đạo,746390
Cà Phê Muối Chú Long - Trương Định,3379803
Cà Phê Muối Chú Long - Vĩnh Long,190701
Cà Phê Muối Chú Long - Võ Văn Kiệt,1985858
Cà Phê Muối Chú Long - Vũng Tàu,1404131
(blank),
Grand Total,75557248
