Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1116294
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,360841
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3413393
Cà Phê Muối Chú Long - 417 Cộng Hoà,3399052
Cà Phê Muối Chú Long - An Dương Vương,1070641
Cà Phê Muối Chú Long - Bà Rịa,194474
Cà Phê Muối Chú Long - Bà Triệu,386305
Cà Phê Muối Chú Long - Bến Tre,81863
Cà Phê Muối Chú Long - Bình Long,3764997
Cà Phê Muối Chú Long - Cà Mau,139017
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1191368
Cà Phê Muối Chú Long - Cần Thơ,722627
Cà Phê Muối Chú Long - Classic,2079051
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2357843
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,2586827
Cà Phê Muối Chú Long - Đoàn Thị Điểm,236161
Cà Phê Muối Chú Long - Đội Cấn,9135169
Cà Phê Muối Chú Long - Đồng Xoài,718289
Cà Phê Muối Chú Long - Đường Láng,4477244
Cà Phê Muối Chú Long - Hà Huy Giáp,3297944
Cà Phê Muối Chú Long - Hậu Giang,4420273
Cà Phê Muối Chú Long - Hoàng Diệu,1337557
Cà Phê Muối Chú Long - Hùng Vương,247667
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2256733
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,4225621
Cà Phê Muối Chú Long - Kiên Giang,405547
Cà Phê Muối Chú Long - Kha Vạn Cân,2460066
Cà Phê Muối Chú Long - Lạc Long Quân,1930025
Cà Phê Muối Chú Long - Lê Duẩn,2264271
Cà Phê Muối Chú Long - Long An,875600
Cà Phê Muối Chú Long - Long Xuyên,230878
Cà Phê Muối Chú Long - Ngô Tất Tố,1544477
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4320688
Cà Phê Muối Chú Long - Nguyễn Huệ,4623242
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1930784
Cà Phê Muối Chú Long - Phan Thiết,1457124
Cà Phê Muối Chú Long - Quảng Ngãi,1998494
Cà Phê Muối Chú Long - Tây Ninh,194662
Cà Phê Muối Chú Long - Tiền Giang,569650
Cà Phê Muối Chú Long - Tôn Đức Thắng,10911276
Cà Phê Muối Chú Long - Thanh Nhàn,9931931
Cà Phê Muối Chú Long - Thích Quảng Đức,867684
Cà Phê Muối Chú Long - Thuận An,944075
Cà Phê Muối Chú Long - Trà Vinh,442325
Cà Phê Muối Chú Long - Trần Hưng Đạo,690372
Cà Phê Muối Chú Long - Trương Định,10124691
Cà Phê Muối Chú Long - Vĩnh Long,667546
Cà Phê Muối Chú Long - Võ Văn Kiệt,3144785
Cà Phê Muối Chú Long - Vũng Tàu,1333816
(blank),
Grand Total,117081260
