Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,980105
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,325379
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3342079
Cà Phê Muối Chú Long - 417 Cộng Hoà,3628415
Cà Phê Muối Chú Long - An Dương Vương,1087998
Cà Phê Muối Chú Long - Bà Rịa,239177
Cà Phê Muối Chú Long - Bà Triệu,411580
Cà Phê Muối Chú Long - Bến Tre,329718
Cà Phê Muối Chú Long - Bình Long,4338406
Cà Phê Muối Chú Long - Cà Mau,409316
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,710370
Cà Phê Muối Chú Long - Cần Thơ,677545
Cà Phê Muối Chú Long - Classic,1441109
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1449407
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1856462
Cà Phê Muối Chú Long - Đoàn Thị Điểm,137696
Cà Phê Muối Chú Long - Đội Cấn,5563343
Cà Phê Muối Chú Long - Đồng Xoài,531926
Cà Phê Muối Chú Long - Đường Láng,6998415
Cà Phê Muối Chú Long - Hà Huy Giáp,3451102
Cà Phê Muối Chú Long - Hậu Giang,4388953
Cà Phê Muối Chú Long - Hoàng Diệu,839953
Cà Phê Muối Chú Long - Hùng Vương,535319
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1900222
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2920323
Cà Phê Muối Chú Long - Kiên Giang,394228
Cà Phê Muối Chú Long - Kha Vạn Cân,2228438
Cà Phê Muối Chú Long - Lạc Long Quân,1863629
Cà Phê Muối Chú Long - Lê Duẩn,789402
Cà Phê Muối Chú Long - Long An,477033
Cà Phê Muối Chú Long - Long Xuyên,418184
Cà Phê Muối Chú Long - Ngô Tất Tố,1218905
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4632663
Cà Phê Muối Chú Long - Nguyễn Huệ,3635582
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2029239
Cà Phê Muối Chú Long - Phan Thiết,1593499
Cà Phê Muối Chú Long - Quảng Ngãi,2212394
Cà Phê Muối Chú Long - Tây Ninh,236914
Cà Phê Muối Chú Long - Tiền Giang,448476
Cà Phê Muối Chú Long - Tôn Đức Thắng,8065276
Cà Phê Muối Chú Long - Thanh Nhàn,8730376
Cà Phê Muối Chú Long - Thích Quảng Đức,984628
Cà Phê Muối Chú Long - Thuận An,879752
Cà Phê Muối Chú Long - Trà Vinh,354238
Cà Phê Muối Chú Long - Trần Hưng Đạo,371782
Cà Phê Muối Chú Long - Trương Định,8248624
Cà Phê Muối Chú Long - Vĩnh Long,346128
Cà Phê Muối Chú Long - Võ Văn Kiệt,1854576
Cà Phê Muối Chú Long - Vũng Tàu,776386
(blank),
Grand Total,101284670
