Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,926154
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,285580
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2872406
Cà Phê Muối Chú Long - 417 Cộng Hoà,3206273
Cà Phê Muối Chú Long - An Dương Vương,845044
Cà Phê Muối Chú Long - Bà Rịa,286711
Cà Phê Muối Chú Long - Bà Triệu,385549
Cà Phê Muối Chú Long - Bến Tre,553805
Cà Phê Muối Chú Long - Bình Long,3211558
Cà Phê Muối Chú Long - Cà Mau,147882
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1437329
Cà Phê Muối Chú Long - Cần Thơ,1525414
Cà Phê Muối Chú Long - Classic,284449
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1945869
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1372070
Cà Phê Muối Chú Long - Đoàn Thị Điểm,141469
Cà Phê Muối Chú Long - Đội Cấn,6067727
Cà Phê Muối Chú Long - Đồng Xoài,486654
Cà Phê Muối Chú Long - Đường Láng,7184767
Cà Phê Muối Chú Long - Hà Huy Giáp,3517680
Cà Phê Muối Chú Long - Hậu Giang,4208250
Cà Phê Muối Chú Long - Hoàng Diệu,896165
Cà Phê Muối Chú Long - Hùng Vương,399886
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1713481
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3377552
Cà Phê Muối Chú Long - Kiên Giang,345753
Cà Phê Muối Chú Long - Kha Vạn Cân,1854579
Cà Phê Muối Chú Long - Lạc Long Quân,1298501
Cà Phê Muối Chú Long - Lê Duẩn,1057439
Cà Phê Muối Chú Long - Long An,540036
Cà Phê Muối Chú Long - Long Xuyên,138075
Cà Phê Muối Chú Long - Ngô Tất Tố,779405
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4851467
Cà Phê Muối Chú Long - Nguyễn Huệ,5279495
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1533907
Cà Phê Muối Chú Long - Phan Thiết,1481080
Cà Phê Muối Chú Long - Quảng Ngãi,679054
Cà Phê Muối Chú Long - Tây Ninh,118457
Cà Phê Muối Chú Long - Tiền Giang,486277
Cà Phê Muối Chú Long - Tôn Đức Thắng,8920886
Cà Phê Muối Chú Long - Thanh Nhàn,9667833
Cà Phê Muối Chú Long - Thích Quảng Đức,1176270
Cà Phê Muối Chú Long - Thuận An,929924
Cà Phê Muối Chú Long - Trà Vinh,390644
Cà Phê Muối Chú Long - Trần Hưng Đạo,353673
Cà Phê Muối Chú Long - Trương Định,6575886
Cà Phê Muối Chú Long - Vĩnh Long,492313
Cà Phê Muối Chú Long - Võ Văn Kiệt,2733576
Cà Phê Muối Chú Long - Vũng Tàu,952938
(blank),
Grand Total,99917192
