Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,824675
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,133170
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2996896
Cà Phê Muối Chú Long - 417 Cộng Hoà,2949365
Cà Phê Muối Chú Long - An Dương Vương,1020845
Cà Phê Muối Chú Long - Bà Rịa,9431
Cà Phê Muối Chú Long - Bà Triệu,747335
Cà Phê Muối Chú Long - Bến Tre,344620
Cà Phê Muối Chú Long - Bình Long,4246734
Cà Phê Muối Chú Long - Cà Mau,82995
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1076679
Cà Phê Muối Chú Long - Cần Thơ,723189
Cà Phê Muối Chú Long - Classic,2590214
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1066870
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,2015663
Cà Phê Muối Chú Long - Đoàn Thị Điểm,509289
Cà Phê Muối Chú Long - Đội Cấn,4849955
Cà Phê Muối Chú Long - Đồng Xoài,467792
Cà Phê Muối Chú Long - Đường Láng,5925513
Cà Phê Muối Chú Long - Hà Huy Giáp,4340839
Cà Phê Muối Chú Long - Hậu Giang,4229378
Cà Phê Muối Chú Long - Hoàng Diệu,870510
Cà Phê Muối Chú Long - Hùng Vương,434028
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2049612
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3147805
Cà Phê Muối Chú Long - Kiên Giang,376116
Cà Phê Muối Chú Long - Kha Vạn Cân,1861368
Cà Phê Muối Chú Long - Lạc Long Quân,1933040
Cà Phê Muối Chú Long - Lê Duẩn,746963
Cà Phê Muối Chú Long - Long An,324438
Cà Phê Muối Chú Long - Long Xuyên,158069
Cà Phê Muối Chú Long - Ngô Tất Tố,903143
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3408107
Cà Phê Muối Chú Long - Nguyễn Huệ,3281341
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1283793
Cà Phê Muối Chú Long - Phan Thiết,2196077
Cà Phê Muối Chú Long - Quảng Ngãi,2052251
Cà Phê Muối Chú Long - Tây Ninh,224087
Cà Phê Muối Chú Long - Tiền Giang,350655
Cà Phê Muối Chú Long - Tôn Đức Thắng,5457338
Cà Phê Muối Chú Long - Thanh Nhàn,7631818
Cà Phê Muối Chú Long - Thích Quảng Đức,926910
Cà Phê Muối Chú Long - Thuận An,226919
Cà Phê Muối Chú Long - Trà Vinh,329717
Cà Phê Muối Chú Long - Trần Hưng Đạo,555880
Cà Phê Muối Chú Long - Trương Định,5695375
Cà Phê Muối Chú Long - Vĩnh Long,497142
Cà Phê Muối Chú Long - Võ Văn Kiệt,2384613
Cà Phê Muối Chú Long - Vũng Tàu,696408
(blank),
Grand Total,91154970
