Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1113278
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,119024
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,6200139
Cà Phê Muối Chú Long - 417 Cộng Hoà,3125172
Cà Phê Muối Chú Long - An Dương Vương,962751
Cà Phê Muối Chú Long - Bà Rịa,170140
Cà Phê Muối Chú Long - Bà Triệu,438742
Cà Phê Muối Chú Long - Bến Tre,315005
Cà Phê Muối Chú Long - Bình Long,3703495
Cà Phê Muối Chú Long - Cà Mau,232387
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1372075
Cà Phê Muối Chú Long - Cần Thơ,1093655
Cà Phê Muối Chú Long - Classic,1851194
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2129978
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1273992
Cà Phê Muối Chú Long - Đoàn Thị Điểm,65642
Cà Phê Muối Chú Long - Đội Cấn,7643515
Cà Phê Muối Chú Long - Đồng Xoài,604360
Cà Phê Muối Chú Long - Đường Láng,9091412
Cà Phê Muối Chú Long - Hà Huy Giáp,3486381
Cà Phê Muối Chú Long - Hậu Giang,3869490
Cà Phê Muối Chú Long - Hoàng Diệu,2299170
Cà Phê Muối Chú Long - Hùng Vương,280300
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2699628
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3768015
Cà Phê Muối Chú Long - Kiên Giang,388569
Cà Phê Muối Chú Long - Kha Vạn Cân,1929661
Cà Phê Muối Chú Long - Lạc Long Quân,1740646
Cà Phê Muối Chú Long - Lê Duẩn,3467320
Cà Phê Muối Chú Long - Long An,1046308
Cà Phê Muối Chú Long - Long Xuyên,180705
Cà Phê Muối Chú Long - Ngô Tất Tố,1211740
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4866570
Cà Phê Muối Chú Long - Nguyễn Huệ,4766221
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1860616
Cà Phê Muối Chú Long - Phan Thiết,1605947
Cà Phê Muối Chú Long - Quảng Ngãi,1290205
Cà Phê Muối Chú Long - Tây Ninh,98086
Cà Phê Muối Chú Long - Tiền Giang,415357
Cà Phê Muối Chú Long - Tôn Đức Thắng,9462256
Cà Phê Muối Chú Long - Thanh Nhàn,11102918
Cà Phê Muối Chú Long - Thích Quảng Đức,1075551
Cà Phê Muối Chú Long - Thuận An,1311708
Cà Phê Muối Chú Long - Trà Vinh,265587
Cà Phê Muối Chú Long - Trần Hưng Đạo,567578
Cà Phê Muối Chú Long - Trương Định,9689729
Cà Phê Muối Chú Long - Vĩnh Long,355936
Cà Phê Muối Chú Long - Võ Văn Kiệt,2685290
Cà Phê Muối Chú Long - Vũng Tàu,848820
(blank),
Grand Total,120142264
