Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,949924
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,421579
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2755834
Cà Phê Muối Chú Long - 417 Cộng Hoà,1699520
Cà Phê Muối Chú Long - An Dương Vương,1112894
Cà Phê Muối Chú Long - Bà Rịa,162218
Cà Phê Muối Chú Long - Bến Tre,272376
Cà Phê Muối Chú Long - Bình Long,3736311
Cà Phê Muối Chú Long - Cà Mau,140903
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,485146
Cà Phê Muối Chú Long - Cần Thơ,826558
Cà Phê Muối Chú Long - Classic,1549750
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1145339
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1572383
Cà Phê Muối Chú Long - Đoàn Thị Điểm,183721
Cà Phê Muối Chú Long - Đội Cấn,3069697
Cà Phê Muối Chú Long - Đồng Xoài,294256
Cà Phê Muối Chú Long - Đường Láng,5799111
Cà Phê Muối Chú Long - Hà Huy Giáp,2387284
Cà Phê Muối Chú Long - Hậu Giang,2776806
Cà Phê Muối Chú Long - Hoàng Diệu,776389
Cà Phê Muối Chú Long - Hùng Vương,591717
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1687068
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2994634
Cà Phê Muối Chú Long - Kiên Giang,423087
Cà Phê Muối Chú Long - Kha Vạn Cân,1364900
Cà Phê Muối Chú Long - Lạc Long Quân,1693861
Cà Phê Muối Chú Long - Lê Duẩn,1221348
Cà Phê Muối Chú Long - Long An,438743
Cà Phê Muối Chú Long - Long Xuyên,147506
Cà Phê Muối Chú Long - Ngô Tất Tố,771480
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4132814
Cà Phê Muối Chú Long - Nguyễn Huệ,2160142
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1570874
Cà Phê Muối Chú Long - Phan Thiết,1523141
Cà Phê Muối Chú Long - Quảng Ngãi,1370177
Cà Phê Muối Chú Long - Tây Ninh,452703
Cà Phê Muối Chú Long - Tiền Giang,309158
Cà Phê Muối Chú Long - Tôn Đức Thắng,4496086
Cà Phê Muối Chú Long - Thanh Nhàn,4771106
Cà Phê Muối Chú Long - Thích Quảng Đức,802792
Cà Phê Muối Chú Long - Thuận An,125248
Cà Phê Muối Chú Long - Trà Vinh,373289
Cà Phê Muối Chú Long - Trần Hưng Đạo,228426
Cà Phê Muối Chú Long - Trương Định,3335658
Cà Phê Muối Chú Long - Vĩnh Long,240688
Cà Phê Muối Chú Long - Võ Văn Kiệt,1785534
Cà Phê Muối Chú Long - Vũng Tàu,844291
(blank),
Grand Total,71974470
