Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,836971
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,399019
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2073729
Cà Phê Muối Chú Long - 417 Cộng Hoà,2888133
Cà Phê Muối Chú Long - An Dương Vương,896502
Cà Phê Muối Chú Long - Bà Rịa,151278
Cà Phê Muối Chú Long - Bà Triệu,799017
Cà Phê Muối Chú Long - Bến Tre,221069
Cà Phê Muối Chú Long - Bình Long,3867749
Cà Phê Muối Chú Long - Cà Mau,404335
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1623662
Cà Phê Muối Chú Long - Cần Thơ,706861
Cà Phê Muối Chú Long - Classic,2617760
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2739234
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1785990
Cà Phê Muối Chú Long - Đoàn Thị Điểm,185609
Cà Phê Muối Chú Long - Đội Cấn,7375232
Cà Phê Muối Chú Long - Đồng Xoài,561050
Cà Phê Muối Chú Long - Đường Láng,8088241
Cà Phê Muối Chú Long - Hà Huy Giáp,3780102
Cà Phê Muối Chú Long - Hậu Giang,4355306
Cà Phê Muối Chú Long - Hoàng Diệu,1622450
Cà Phê Muối Chú Long - Hùng Vương,211639
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2076021
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,4045850
Cà Phê Muối Chú Long - Kiên Giang,452513
Cà Phê Muối Chú Long - Kha Vạn Cân,2341268
Cà Phê Muối Chú Long - Lạc Long Quân,2701884
Cà Phê Muối Chú Long - Lê Duẩn,1689071
Cà Phê Muối Chú Long - Long An,876541
Cà Phê Muối Chú Long - Long Xuyên,145996
Cà Phê Muối Chú Long - Ngô Tất Tố,1324004
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5796103
Cà Phê Muối Chú Long - Nguyễn Huệ,4799625
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1593590
Cà Phê Muối Chú Long - Phan Thiết,1595537
Cà Phê Muối Chú Long - Quảng Ngãi,1590117
Cà Phê Muối Chú Long - Tây Ninh,132792
Cà Phê Muối Chú Long - Tiền Giang,457718
Cà Phê Muối Chú Long - Tôn Đức Thắng,9192428
Cà Phê Muối Chú Long - Thanh Nhàn,12724025
Cà Phê Muối Chú Long - Thích Quảng Đức,1364897
Cà Phê Muối Chú Long - Thuận An,1297555
Cà Phê Muối Chú Long - Trà Vinh,459681
Cà Phê Muối Chú Long - Trương Định,10354042
Cà Phê Muối Chú Long - Vĩnh Long,674712
Cà Phê Muối Chú Long - Võ Văn Kiệt,3351701
Cà Phê Muối Chú Long - Vũng Tàu,649629
(blank),
Grand Total,119878238
