Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,720559
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,162219
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3416413
Cà Phê Muối Chú Long - 417 Cộng Hoà,3836285
Cà Phê Muối Chú Long - An Dương Vương,1262287
Cà Phê Muối Chú Long - Bà Rịa,16410
Cà Phê Muối Chú Long - Bà Triệu,545317
Cà Phê Muối Chú Long - Bến Tre,175233
Cà Phê Muối Chú Long - Bình Long,3672946
Cà Phê Muối Chú Long - Cà Mau,177873
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1626720
Cà Phê Muối Chú Long - Cần Thơ,1022732
Cà Phê Muối Chú Long - Classic,2219012
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2830164
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1615404
Cà Phê Muối Chú Long - Đoàn Thị Điểm,153165
Cà Phê Muối Chú Long - Đội Cấn,7634086
Cà Phê Muối Chú Long - Đồng Xoài,178818
Cà Phê Muối Chú Long - Đường Láng,8144509
Cà Phê Muối Chú Long - Hà Huy Giáp,3683497
Cà Phê Muối Chú Long - Hậu Giang,4147520
Cà Phê Muối Chú Long - Hoàng Diệu,871645
Cà Phê Muối Chú Long - Hùng Vương,319159
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2027737
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2984464
Cà Phê Muối Chú Long - Kiên Giang,720551
Cà Phê Muối Chú Long - Kha Vạn Cân,2349538
Cà Phê Muối Chú Long - Lạc Long Quân,1066873
Cà Phê Muối Chú Long - Lê Duẩn,1429604
Cà Phê Muối Chú Long - Long An,298782
Cà Phê Muối Chú Long - Long Xuyên,247099
Cà Phê Muối Chú Long - Ngô Tất Tố,1284174
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5230993
Cà Phê Muối Chú Long - Nguyễn Huệ,4896373
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1837986
Cà Phê Muối Chú Long - Phan Thiết,1731952
Cà Phê Muối Chú Long - Quảng Ngãi,2104694
Cà Phê Muối Chú Long - Tây Ninh,149392
Cà Phê Muối Chú Long - Tiền Giang,252572
Cà Phê Muối Chú Long - Tôn Đức Thắng,9587877
Cà Phê Muối Chú Long - Thanh Nhàn,10821496
Cà Phê Muối Chú Long - Thích Quảng Đức,796006
Cà Phê Muối Chú Long - Thuận An,744510
Cà Phê Muối Chú Long - Trà Vinh,393854
Cà Phê Muối Chú Long - Trần Hưng Đạo,851459
Cà Phê Muối Chú Long - Trương Định,8210903
Cà Phê Muối Chú Long - Vĩnh Long,321228
Cà Phê Muối Chú Long - Võ Văn Kiệt,2772065
Cà Phê Muối Chú Long - Vũng Tàu,577953
(blank),
Grand Total,112122108
