Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1181932
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,112044
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2033775
Cà Phê Muối Chú Long - 417 Cộng Hoà,2059048
Cà Phê Muối Chú Long - An Dương Vương,1255491
Cà Phê Muối Chú Long - Bà Rịa,154106
Cà Phê Muối Chú Long - Bình Long,3787614
Cà Phê Muối Chú Long - Cà Mau,238233
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1005002
Cà Phê Muối Chú Long - Cần Thơ,660001
Cà Phê Muối Chú Long - Classic,755260
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2234850
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1075171
Cà Phê Muối Chú Long - Đoàn Thị Điểm,101858
Cà Phê Muối Chú Long - Đội Cấn,7330385
Cà Phê Muối Chú Long - Đồng Xoài,345563
Cà Phê Muối Chú Long - Đường Láng,9195140
Cà Phê Muối Chú Long - Hà Huy Giáp,3554274
Cà Phê Muối Chú Long - Hậu Giang,4027545
Cà Phê Muối Chú Long - Hoàng Diệu,934459
Cà Phê Muối Chú Long - Hùng Vương,419317
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1201927
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3572204
Cà Phê Muối Chú Long - Kiên Giang,469677
Cà Phê Muối Chú Long - Kha Vạn Cân,1683677
Cà Phê Muối Chú Long - Lạc Long Quân,1823639
Cà Phê Muối Chú Long - Lê Duẩn,878055
Cà Phê Muối Chú Long - Long An,566444
Cà Phê Muối Chú Long - Long Xuyên,176552
Cà Phê Muối Chú Long - Ngô Tất Tố,703953
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4185239
Cà Phê Muối Chú Long - Nguyễn Huệ,3558100
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1351317
Cà Phê Muối Chú Long - Phan Thiết,1544453
Cà Phê Muối Chú Long - Quảng Ngãi,593797
Cà Phê Muối Chú Long - Tiền Giang,193908
Cà Phê Muối Chú Long - Tôn Đức Thắng,9206466
Cà Phê Muối Chú Long - Thanh Nhàn,11320955
Cà Phê Muối Chú Long - Thích Quảng Đức,1682538
Cà Phê Muối Chú Long - Thuận An,556823
Cà Phê Muối Chú Long - Trà Vinh,576064
Cà Phê Muối Chú Long - Trần Hưng Đạo,736018
Cà Phê Muối Chú Long - Trương Định,7765732
Cà Phê Muối Chú Long - Vĩnh Long,656040
Cà Phê Muối Chú Long - Võ Văn Kiệt,3225513
Cà Phê Muối Chú Long - Vũng Tàu,465530
(blank),
Grand Total,101155689
