Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1087339
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,93182
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2986431
Cà Phê Muối Chú Long - 417 Cộng Hoà,3990446
Cà Phê Muối Chú Long - An Dương Vương,726969
Cà Phê Muối Chú Long - Bà Triệu,956518
Cà Phê Muối Chú Long - Bến Tre,130906
Cà Phê Muối Chú Long - Bình Long,4084328
Cà Phê Muối Chú Long - Cà Mau,270677
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,2397407
Cà Phê Muối Chú Long - Cần Thơ,1244932
Cà Phê Muối Chú Long - Classic,1990479
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2769714
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,2162802
Cà Phê Muối Chú Long - Đoàn Thị Điểm,239933
Cà Phê Muối Chú Long - Đội Cấn,7842868
Cà Phê Muối Chú Long - Đồng Xoài,512310
Cà Phê Muối Chú Long - Đường Láng,8912298
Cà Phê Muối Chú Long - Hà Huy Giáp,3771801
Cà Phê Muối Chú Long - Hậu Giang,5204456
Cà Phê Muối Chú Long - Hoàng Diệu,1471667
Cà Phê Muối Chú Long - Hùng Vương,180705
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2507418
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2903947
Cà Phê Muối Chú Long - Kiên Giang,575120
Cà Phê Muối Chú Long - Kha Vạn Cân,1847973
Cà Phê Muối Chú Long - Lạc Long Quân,1673210
Cà Phê Muối Chú Long - Lê Duẩn,990851
Cà Phê Muối Chú Long - Long An,978778
Cà Phê Muối Chú Long - Long Xuyên,370086
Cà Phê Muối Chú Long - Ngô Tất Tố,1673876
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3949475
Cà Phê Muối Chú Long - Nguyễn Huệ,4141689
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2218762
Cà Phê Muối Chú Long - Phan Thiết,1827850
Cà Phê Muối Chú Long - Quảng Ngãi,1908053
Cà Phê Muối Chú Long - Tây Ninh,30935
Cà Phê Muối Chú Long - Tiền Giang,520230
Cà Phê Muối Chú Long - Tôn Đức Thắng,9409264
Cà Phê Muối Chú Long - Thanh Nhàn,9300528
Cà Phê Muối Chú Long - Thích Quảng Đức,949623
Cà Phê Muối Chú Long - Thuận An,803927
Cà Phê Muối Chú Long - Trà Vinh,474581
Cà Phê Muối Chú Long - Trần Hưng Đạo,667923
Cà Phê Muối Chú Long - Trương Định,9365860
Cà Phê Muối Chú Long - Vĩnh Long,462227
Cà Phê Muối Chú Long - Võ Văn Kiệt,3666158
Cà Phê Muối Chú Long - Vũng Tàu,748471
(blank),
Grand Total,116994983
