Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 01 Hàng Đậu,808827
Cà Phê Muối Chú Long - 101 Hùng Vương,315381
Cà Phê Muối Chú Long - 117 Lò Đúc,1642555
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1245686
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,266528
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1106857
Cà Phê Muối Chú Long - 203 Tôn Đản,885788
Cà Phê Muối Chú Long - 3/26 Quang Trung,2396299
Cà Phê Muối Chú Long - 35 Trần Phú,428558
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,689616
Cà Phê Muối Chú Long - 417 Cộng Hoà,1776858
Cà Phê Muối Chú Long - 585 Quang Trung,3321330
Cà Phê Muối Chú Long - 59 Trường Chinh,1269073
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,164858
Cà Phê Muối Chú Long - An Dương Vương,3448830
Cà Phê Muối Chú Long - Bà Rịa,82995
Cà Phê Muối Chú Long - Bà Triệu,388003
Cà Phê Muối Chú Long - Bạch Đằng,580214
Cà Phê Muối Chú Long - Bến Tre,371404
Cà Phê Muối Chú Long - Bình Long,4280304
Cà Phê Muối Chú Long - Cà Mau,430066
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1841367
Cà Phê Muối Chú Long - Cần Thơ,1283222
Cà Phê Muối Chú Long - Classic,1616911
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2111857
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1014808
Cà Phê Muối Chú Long - Đoàn Thị Điểm,118458
Cà Phê Muối Chú Long - Đội Cấn,5596903
Cà Phê Muối Chú Long - Đồng Xoài,317646
Cà Phê Muối Chú Long - Đường Láng,5930401
Cà Phê Muối Chú Long - Hà Huy Giáp,3561626
Cà Phê Muối Chú Long - Hậu Giang,4626621
Cà Phê Muối Chú Long - Hoàng Diệu,1540314
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1919460
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,1956432
Cà Phê Muối Chú Long - Kha Vạn Cân,2501937
Cà Phê Muối Chú Long - Kiên Giang,581153
Cà Phê Muối Chú Long - Lạc Long Quân,1687068
Cà Phê Muối Chú Long - Lê Duẩn,1238705
Cà Phê Muối Chú Long - Lê Văn Sỹ,3120253
Cà Phê Muối Chú Long - Lê Văn Việt,1521080
Cà Phê Muối Chú Long - Long An,638310
Cà Phê Muối Chú Long - Long Xuyên,208996
Cà Phê Muối Chú Long - Ngô Tất Tố,1161557
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5141567
Cà Phê Muối Chú Long - Nguyễn Huệ,3901163
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2286145
Cà Phê Muối Chú Long - Nha Trang,2773175
Cà Phê Muối Chú Long - Phan Thiết,1490690
Cà Phê Muối Chú Long - Phan Văn Trị,1747427
Cà Phê Muối Chú Long - Quảng Ngãi,867300
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,3322080
Cà Phê Muối Chú Long - Tây Ninh,209375
Cà Phê Muối Chú Long - Thanh Nhàn,7213435
Cà Phê Muối Chú Long - Thành Thái,5016316
Cà Phê Muối Chú Long - Thích Quảng Đức,1093275
Cà Phê Muối Chú Long - Thuận An,1433364
Cà Phê Muối Chú Long - Tôn Đức Thắng,6517774
Cà Phê Muối Chú Long - Trà Vinh,161841
Cà Phê Muối Chú Long - Trần Hưng Đạo,1014613
Cà Phê Muối Chú Long - Trương Định,5661045
Cà Phê Muối Chú Long - Vĩnh Long,978210
Cà Phê Muối Chú Long - Võ Văn Kiệt,2585686
Cà Phê Muối Chú Long - Vũng Tàu,1125718
(blank),
Grand Total,126535314
