Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 01 Hàng Đậu,3030086
Cà Phê Muối Chú Long - 101 Hùng Vương,96576
Cà Phê Muối Chú Long - 117 Lò Đúc,1788927
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1747624
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,476967
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1488550
Cà Phê Muối Chú Long - 3/26 Quang Trung,2092360
Cà Phê Muối Chú Long - 35 Trần Phú,700820
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,1158564
Cà Phê Muối Chú Long - 417 Cộng Hoà,3117960
Cà Phê Muối Chú Long - 585 Quang Trung,4188787
Cà Phê Muối Chú Long - 59 Trường Chinh,2150986
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,225332
Cà Phê Muối Chú Long - An Dương Vương,2695428
Cà Phê Muối Chú Long - Bà Rịa,434264
Cà Phê Muối Chú Long - Bà Triệu,1125952
Cà Phê Muối Chú Long - Bạch Đằng,1464947
Cà Phê Muối Chú Long - Bến Tre,282600
Cà Phê Muối Chú Long - Bình Long,5979761
Cà Phê Muối Chú Long - Cà Mau,423090
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1477365
Cà Phê Muối Chú Long - Cần Thơ,1656533
Cà Phê Muối Chú Long - Classic,2061335
Cà Phê Muối Chú Long - Công Trường Quốc Tế,3269952
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1180146
Cà Phê Muối Chú Long - Đoàn Thị Điểm,229899
Cà Phê Muối Chú Long - Đội Cấn,9247759
Cà Phê Muối Chú Long - Đồng Xoài,641850
Cà Phê Muối Chú Long - Đường Láng,6687043
Cà Phê Muối Chú Long - Hà Huy Giáp,4305824
Cà Phê Muối Chú Long - Hậu Giang,6376768
Cà Phê Muối Chú Long - Hoàng Diệu,1408586
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2526356
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3307121
Cà Phê Muối Chú Long - Kha Vạn Cân,1749491
Cà Phê Muối Chú Long - Kiên Giang,784384
Cà Phê Muối Chú Long - Lạc Long Quân,2928368
Cà Phê Muối Chú Long - Lê Duẩn,1268353
Cà Phê Muối Chú Long - Lê Văn Sỹ,3838820
Cà Phê Muối Chú Long - Lê Văn Việt,2665543
Cà Phê Muối Chú Long - Long An,763396
Cà Phê Muối Chú Long - Long Xuyên,546377
Cà Phê Muối Chú Long - Ngô Tất Tố,1311835
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6331298
Cà Phê Muối Chú Long - Nguyễn Huệ,4550940
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2587582
Cà Phê Muối Chú Long - Nha Trang,2013292
Cà Phê Muối Chú Long - Phan Thiết,2073555
Cà Phê Muối Chú Long - Phan Văn Trị,4537941
Cà Phê Muối Chú Long - Quảng Ngãi,940492
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,4235826
Cà Phê Muối Chú Long - Tây Ninh,355343
Cà Phê Muối Chú Long - Thanh Nhàn,10834672
Cà Phê Muối Chú Long - Thành Thái,5853682
Cà Phê Muối Chú Long - Thích Quảng Đức,516761
Cà Phê Muối Chú Long - Thuận An,1480190
Cà Phê Muối Chú Long - Tôn Đức Thắng,8396797
Cà Phê Muối Chú Long - Trà Vinh,678048
Cà Phê Muối Chú Long - Trần Hưng Đạo,876341
Cà Phê Muối Chú Long - Trương Định,7622625
Cà Phê Muối Chú Long - Vĩnh Long,673133
Cà Phê Muối Chú Long - Võ Văn Kiệt,3556444
Cà Phê Muối Chú Long - Vũng Tàu,1925690
(blank),
Grand Total,164943337
