Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 101 Hùng Vương,370460
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1357089
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,418302
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1665186
Cà Phê Muối Chú Long - 3/26 Quang Trung,1602745
Cà Phê Muối Chú Long - 35 Trần Phú,469410
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,791265
Cà Phê Muối Chú Long - 417 Cộng Hoà,2699413
Cà Phê Muối Chú Long - 585 Quang Trung,4746518
Cà Phê Muối Chú Long - 59 Trường Chinh,1364103
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,496923
Cà Phê Muối Chú Long - An Dương Vương,2825837
Cà Phê Muối Chú Long - Bà Rịa,86202
Cà Phê Muối Chú Long - Bà Triệu,736318
Cà Phê Muối Chú Long - Bạch Đằng,1159048
Cà Phê Muối Chú Long - Bến Tre,289929
Cà Phê Muối Chú Long - Bình Long,4875646
Cà Phê Muối Chú Long - Cà Mau,632368
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1764235
Cà Phê Muối Chú Long - Cần Thơ,1067815
Cà Phê Muối Chú Long - Classic,2009546
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1931051
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1296969
Cà Phê Muối Chú Long - Đoàn Thị Điểm,509820
Cà Phê Muối Chú Long - Đội Cấn,9872535
Cà Phê Muối Chú Long - Đồng Xoài,545242
Cà Phê Muối Chú Long - Đường Láng,11533254
Cà Phê Muối Chú Long - Hà Huy Giáp,3724450
Cà Phê Muối Chú Long - Hậu Giang,5599618
Cà Phê Muối Chú Long - Hoàng Diệu,1051947
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2684621
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3256134
Cà Phê Muối Chú Long - Kha Vạn Cân,2405718
Cà Phê Muối Chú Long - Kiên Giang,666500
Cà Phê Muối Chú Long - Lạc Long Quân,1870132
Cà Phê Muối Chú Long - Lê Duẩn,982402
Cà Phê Muối Chú Long - Lê Văn Sỹ,4760439
Cà Phê Muối Chú Long - Lê Văn Việt,1664795
Cà Phê Muối Chú Long - Long An,673725
Cà Phê Muối Chú Long - Long Xuyên,468337
Cà Phê Muối Chú Long - Ngô Tất Tố,1237813
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4657501
Cà Phê Muối Chú Long - Nguyễn Huệ,4564695
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2007279
Cà Phê Muối Chú Long - Nha Trang,3546489
Cà Phê Muối Chú Long - Phan Thiết,4758815
Cà Phê Muối Chú Long - Phan Văn Trị,4123019
Cà Phê Muối Chú Long - Quảng Ngãi,943420
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,4009991
Cà Phê Muối Chú Long - Tây Ninh,250311
Cà Phê Muối Chú Long - Thanh Nhàn,9812337
Cà Phê Muối Chú Long - Thành Thái,5585834
Cà Phê Muối Chú Long - Thích Quảng Đức,525513
Cà Phê Muối Chú Long - Thuận An,1160730
Cà Phê Muối Chú Long - Tôn Đức Thắng,7989643
Cà Phê Muối Chú Long - Trà Vinh,717312
Cà Phê Muối Chú Long - Trần Hưng Đạo,1113250
Cà Phê Muối Chú Long - Trương Định,10034206
Cà Phê Muối Chú Long - Vĩnh Long,644061
Cà Phê Muối Chú Long - Võ Văn Kiệt,4159054
Cà Phê Muối Chú Long - Vũng Tàu,1477982
(blank),
Grand Total,160245302
