Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 101 Hùng Vương,43761
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1387418
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,438161
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1362903
Cà Phê Muối Chú Long - 3/26 Quang Trung,1467016
Cà Phê Muối Chú Long - 35 Trần Phú,188925
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,826497
Cà Phê Muối Chú Long - 417 Cộng Hoà,2438541
Cà Phê Muối Chú Long - 585 Quang Trung,4340779
Cà Phê Muối Chú Long - 59 Trường Chinh,1324486
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,467904
Cà Phê Muối Chú Long - An Dương Vương,2466595
Cà Phê Muối Chú Long - Bà Rịa,29426
Cà Phê Muối Chú Long - Bà Triệu,1403083
Cà Phê Muối Chú Long - Bạch Đằng,1521077
Cà Phê Muối Chú Long - Bến Tre,110911
Cà Phê Muối Chú Long - Bình Long,3929075
Cà Phê Muối Chú Long - Cà Mau,475976
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1710452
Cà Phê Muối Chú Long - Cần Thơ,1565697
Cà Phê Muối Chú Long - Classic,1790190
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1444686
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1266447
Cà Phê Muối Chú Long - Đoàn Thị Điểm,237781
Cà Phê Muối Chú Long - Đội Cấn,7617218
Cà Phê Muối Chú Long - Đồng Xoài,173950
Cà Phê Muối Chú Long - Đường Láng,10183523
Cà Phê Muối Chú Long - Hà Huy Giáp,3536065
Cà Phê Muối Chú Long - Hậu Giang,4471989
Cà Phê Muối Chú Long - Hoàng Diệu,931940
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2077958
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2834105
Cà Phê Muối Chú Long - Kha Vạn Cân,2147387
Cà Phê Muối Chú Long - Kiên Giang,329416
Cà Phê Muối Chú Long - Lạc Long Quân,2022192
Cà Phê Muối Chú Long - Lê Duẩn,944334
Cà Phê Muối Chú Long - Lê Văn Sỹ,3374399
Cà Phê Muối Chú Long - Lê Văn Việt,2278773
Cà Phê Muối Chú Long - Long An,842634
Cà Phê Muối Chú Long - Long Xuyên,451456
Cà Phê Muối Chú Long - Ngô Tất Tố,994970
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4858849
Cà Phê Muối Chú Long - Nguyễn Huệ,3806897
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1621265
Cà Phê Muối Chú Long - Nha Trang,2771225
Cà Phê Muối Chú Long - Phan Thiết,2480506
Cà Phê Muối Chú Long - Phan Văn Trị,2621832
Cà Phê Muối Chú Long - Quảng Ngãi,671920
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,3897856
Cà Phê Muối Chú Long - Tây Ninh,90351
Cà Phê Muối Chú Long - Thanh Nhàn,10994695
Cà Phê Muối Chú Long - Thành Thái,4278655
Cà Phê Muối Chú Long - Thích Quảng Đức,586624
Cà Phê Muối Chú Long - Thuận An,784555
Cà Phê Muối Chú Long - Tôn Đức Thắng,7458538
Cà Phê Muối Chú Long - Trà Vinh,335340
Cà Phê Muối Chú Long - Trần Hưng Đạo,534746
Cà Phê Muối Chú Long - Trương Định,8149430
Cà Phê Muối Chú Long - Vĩnh Long,660363
Cà Phê Muối Chú Long - Võ Văn Kiệt,3794613
Cà Phê Muối Chú Long - Vũng Tàu,1492033
(blank),
Grand Total,139340389
