Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 01 Hàng Đậu,2569841
Cà Phê Muối Chú Long - 101 Hùng Vương,69414
Cà Phê Muối Chú Long - 117 Lò Đúc,2467978
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1515005
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,684802
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1994418
Cà Phê Muối Chú Long - 3/26 Quang Trung,2518454
Cà Phê Muối Chú Long - 35 Trần Phú,515889
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,1527014
Cà Phê Muối Chú Long - 417 Cộng Hoà,3164125
Cà Phê Muối Chú Long - 585 Quang Trung,4466627
Cà Phê Muối Chú Long - 59 Trường Chinh,2204940
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,408407
Cà Phê Muối Chú Long - An Dương Vương,4169666
Cà Phê Muối Chú Long - Bà Rịa,72432
Cà Phê Muối Chú Long - Bà Triệu,518004
Cà Phê Muối Chú Long - Bạch Đằng,1264701
Cà Phê Muối Chú Long - Bến Tre,319530
Cà Phê Muối Chú Long - Bình Long,4920648
Cà Phê Muối Chú Long - Cà Mau,422410
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1462955
Cà Phê Muối Chú Long - Cần Thơ,1858883
Cà Phê Muối Chú Long - Classic,1675480
Cà Phê Muối Chú Long - Công Trường Quốc Tế,3381846
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1738708
Cà Phê Muối Chú Long - Đoàn Thị Điểm,178516
Cà Phê Muối Chú Long - Đội Cấn,8185574
Cà Phê Muối Chú Long - Đồng Xoài,647049
Cà Phê Muối Chú Long - Đường Láng,9822585
Cà Phê Muối Chú Long - Hà Huy Giáp,4603032
Cà Phê Muối Chú Long - Hậu Giang,5427116
Cà Phê Muối Chú Long - Hoàng Diệu,2071312
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3276133
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,4637824
Cà Phê Muối Chú Long - Kha Vạn Cân,2402116
Cà Phê Muối Chú Long - Kiên Giang,575878
Cà Phê Muối Chú Long - Lạc Long Quân,2955308
Cà Phê Muối Chú Long - Lê Duẩn,1717677
Cà Phê Muối Chú Long - Lê Văn Sỹ,4746137
Cà Phê Muối Chú Long - Lê Văn Việt,1667538
Cà Phê Muối Chú Long - Long An,595940
Cà Phê Muối Chú Long - Long Xuyên,550259
Cà Phê Muối Chú Long - Ngô Tất Tố,1253674
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6099470
Cà Phê Muối Chú Long - Nguyễn Huệ,4675867
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,3372316
Cà Phê Muối Chú Long - Nha Trang,3323171
Cà Phê Muối Chú Long - Phan Thiết,2127157
Cà Phê Muối Chú Long - Phan Văn Trị,2315428
Cà Phê Muối Chú Long - Quảng Ngãi,1007294
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,4016664
Cà Phê Muối Chú Long - Tây Ninh,259212
Cà Phê Muối Chú Long - Thanh Nhàn,8775111
Cà Phê Muối Chú Long - Thành Thái,6347815
Cà Phê Muối Chú Long - Thích Quảng Đức,1036767
Cà Phê Muối Chú Long - Thuận An,1497900
Cà Phê Muối Chú Long - Tôn Đức Thắng,8342960
Cà Phê Muối Chú Long - Trà Vinh,429395
Cà Phê Muối Chú Long - Trần Hưng Đạo,995301
Cà Phê Muối Chú Long - Trương Định,8682559
Cà Phê Muối Chú Long - Vĩnh Long,1102824
Cà Phê Muối Chú Long - Võ Văn Kiệt,4044813
Cà Phê Muối Chú Long - Vũng Tàu,2194576
(blank),
Grand Total,171872445
