Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 01 Hàng Đậu,2598892
Cà Phê Muối Chú Long - 101 Hùng Vương,72432
Cà Phê Muối Chú Long - 117 Lò Đúc,1276624
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1542562
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,525632
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1763223
Cà Phê Muối Chú Long - 203 Tôn Đản,909176
Cà Phê Muối Chú Long - 3/26 Quang Trung,1927659
Cà Phê Muối Chú Long - 35 Trần Phú,576477
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,1433170
Cà Phê Muối Chú Long - 417 Cộng Hoà,2516716
Cà Phê Muối Chú Long - 585 Quang Trung,4360619
Cà Phê Muối Chú Long - 59 Trường Chinh,1820086
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,342015
Cà Phê Muối Chú Long - An Dương Vương,3274063
Cà Phê Muối Chú Long - Bà Rịa,51419
Cà Phê Muối Chú Long - Bà Triệu,511590
Cà Phê Muối Chú Long - Bạch Đằng,1147597
Cà Phê Muối Chú Long - Bến Tre,244948
Cà Phê Muối Chú Long - Bình Long,4547787
Cà Phê Muối Chú Long - Cà Mau,556127
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1589286
Cà Phê Muối Chú Long - Cần Thơ,1511939
Cà Phê Muối Chú Long - Classic,1543495
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2850627
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1401444
Cà Phê Muối Chú Long - Đoàn Thị Điểm,144336
Cà Phê Muối Chú Long - Đội Cấn,5135727
Cà Phê Muối Chú Long - Đồng Xoài,425464
Cà Phê Muối Chú Long - Đường Láng,4943826
Cà Phê Muối Chú Long - Hà Huy Giáp,3742642
Cà Phê Muối Chú Long - Hậu Giang,3996066
Cà Phê Muối Chú Long - Hoàng Diệu,955963
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2461625
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2850720
Cà Phê Muối Chú Long - Kha Vạn Cân,2577661
Cà Phê Muối Chú Long - Kiên Giang,586776
Cà Phê Muối Chú Long - Lạc Long Quân,1927008
Cà Phê Muối Chú Long - Lê Duẩn,1407513
Cà Phê Muối Chú Long - Lê Văn Sỹ,4025902
Cà Phê Muối Chú Long - Lê Văn Việt,2388158
Cà Phê Muối Chú Long - Long An,844060
Cà Phê Muối Chú Long - Long Xuyên,499404
Cà Phê Muối Chú Long - Ngô Tất Tố,1230834
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5041627
Cà Phê Muối Chú Long - Nguyễn Huệ,3207373
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,3842034
Cà Phê Muối Chú Long - Nha Trang,3536353
Cà Phê Muối Chú Long - Phan Thiết,2577407
Cà Phê Muối Chú Long - Phan Văn Trị,3008419
Cà Phê Muối Chú Long - Quảng Ngãi,476277
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,3332826
Cà Phê Muối Chú Long - Tây Ninh,153268
Cà Phê Muối Chú Long - Thanh Nhàn,9119594
Cà Phê Muối Chú Long - Thành Thái,4766000
Cà Phê Muối Chú Long - Thích Quảng Đức,746819
Cà Phê Muối Chú Long - Thuận An,977992
Cà Phê Muối Chú Long - Tôn Đức Thắng,5514260
Cà Phê Muối Chú Long - Trà Vinh,718021
Cà Phê Muối Chú Long - Trần Hưng Đạo,781286
Cà Phê Muối Chú Long - Trương Định,7170814
Cà Phê Muối Chú Long - Vĩnh Long,410940
Cà Phê Muối Chú Long - Võ Văn Kiệt,2146907
Cà Phê Muối Chú Long - Vũng Tàu,2343956
(blank),
Grand Total,140911463
