Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 01 Hàng Đậu,2265770
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1003938
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,322285
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1530415
Cà Phê Muối Chú Long - 3/26 Quang Trung,2058550
Cà Phê Muối Chú Long - 35 Trần Phú,238761
Cà Phê Muối Chú Long - 368 Lê Đức Thọ,1228779
Cà Phê Muối Chú Long - 417 Cộng Hoà,2883568
Cà Phê Muối Chú Long - 585 Quang Trung,5135530
Cà Phê Muối Chú Long - 59 Trường Chinh,1724537
Cà Phê Muối Chú Long - 82 Ngô Gia Tự,88729
Cà Phê Muối Chú Long - An Dương Vương,3205711
Cà Phê Muối Chú Long - Bà Rịa,30557
Cà Phê Muối Chú Long - Bà Triệu,394152
Cà Phê Muối Chú Long - Bạch Đằng,903139
Cà Phê Muối Chú Long - Bến Tre,397435
Cà Phê Muối Chú Long - Bình Long,4384684
Cà Phê Muối Chú Long - Cà Mau,355520
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1658250
Cà Phê Muối Chú Long - Cần Thơ,685991
Cà Phê Muối Chú Long - Classic,2447666
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1886666
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1067078
Cà Phê Muối Chú Long - Đoàn Thị Điểm,320467
Cà Phê Muối Chú Long - Đội Cấn,6206073
Cà Phê Muối Chú Long - Đồng Xoài,510661
Cà Phê Muối Chú Long - Hà Huy Giáp,4805426
Cà Phê Muối Chú Long - Hậu Giang,4136110
Cà Phê Muối Chú Long - Hoàng Diệu,929264
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2986331
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2370782
Cà Phê Muối Chú Long - Kha Vạn Cân,1981751
Cà Phê Muối Chú Long - Kiên Giang,379590
Cà Phê Muối Chú Long - Lạc Long Quân,1940202
Cà Phê Muối Chú Long - Lê Duẩn,1344180
Cà Phê Muối Chú Long - Lê Văn Sỹ,3416469
Cà Phê Muối Chú Long - Lê Văn Việt,2878357
Cà Phê Muối Chú Long - Long An,514608
Cà Phê Muối Chú Long - Long Xuyên,353936
Cà Phê Muối Chú Long - Ngô Tất Tố,769801
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6430785
Cà Phê Muối Chú Long - Nguyễn Huệ,3645740
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1146997
Cà Phê Muối Chú Long - Nha Trang,2601559
Cà Phê Muối Chú Long - Phan Thiết,2719130
Cà Phê Muối Chú Long - Phan Văn Trị,2812027
Cà Phê Muối Chú Long - Quảng Ngãi,950265
Cà Phê Muối Chú Long - Tân Kỳ Tân Quý,3426743
Cà Phê Muối Chú Long - Tây Ninh,215146
Cà Phê Muối Chú Long - Thanh Nhàn,7613847
Cà Phê Muối Chú Long - Thành Thái,4725927
Cà Phê Muối Chú Long - Thích Quảng Đức,414824
Cà Phê Muối Chú Long - Thuận An,1204001
Cà Phê Muối Chú Long - Tôn Đức Thắng,10902798
Cà Phê Muối Chú Long - Trà Vinh,239554
Cà Phê Muối Chú Long - Trần Hưng Đạo,1222454
Cà Phê Muối Chú Long - Trương Định,7631864
Cà Phê Muối Chú Long - Vĩnh Long,477335
Cà Phê Muối Chú Long - Võ Văn Kiệt,3182639
Cà Phê Muối Chú Long - Vũng Tàu,2136676
(blank),
Grand Total,135442030
