Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1270583
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,184513
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2041161
Cà Phê Muối Chú Long - 417 Cộng Hoà,2535286
Cà Phê Muối Chú Long - An Dương Vương,1020918
Cà Phê Muối Chú Long - Bà Rịa,16599
Cà Phê Muối Chú Long - Bà Triệu,582023
Cà Phê Muối Chú Long - Bạch Đằng,682826
Cà Phê Muối Chú Long - Bến Tre,386152
Cà Phê Muối Chú Long - Bình Long,3315520
Cà Phê Muối Chú Long - Cà Mau,288974
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,964256
Cà Phê Muối Chú Long - Cần Thơ,1137451
Cà Phê Muối Chú Long - Classic,1548474
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2977647
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1426767
Cà Phê Muối Chú Long - Đoàn Thị Điểm,365934
Cà Phê Muối Chú Long - Đội Cấn,7524812
Cà Phê Muối Chú Long - Đồng Xoài,184325
Cà Phê Muối Chú Long - Đường Láng,8124801
Cà Phê Muối Chú Long - Hà Huy Giáp,4035657
Cà Phê Muối Chú Long - Hậu Giang,4448478
Cà Phê Muối Chú Long - Hoàng Diệu,1213956
Cà Phê Muối Chú Long - Hùng Vương,825993
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2406112
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2391627
Cà Phê Muối Chú Long - Kha Vạn Cân,2157961
Cà Phê Muối Chú Long - Kiên Giang,423088
Cà Phê Muối Chú Long - Lạc Long Quân,2252494
Cà Phê Muối Chú Long - Lê Duẩn,1349616
Cà Phê Muối Chú Long - Long An,372574
Cà Phê Muối Chú Long - Long Xuyên,261661
Cà Phê Muối Chú Long - Ngô Tất Tố,890921
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3803981
Cà Phê Muối Chú Long - Nguyễn Huệ,4294111
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2519060
Cà Phê Muối Chú Long - Phan Thiết,2108755
Cà Phê Muối Chú Long - Phan Văn Trị,1890030
Cà Phê Muối Chú Long - Quảng Ngãi,943164
Cà Phê Muối Chú Long - Tây Ninh,393098
Cà Phê Muối Chú Long - Thanh Nhàn,10669737
Cà Phê Muối Chú Long - Thích Quảng Đức,1233843
Cà Phê Muối Chú Long - Thuận An,1602373
Cà Phê Muối Chú Long - Tiền Giang,628235
Cà Phê Muối Chú Long - Tôn Đức Thắng,9586721
Cà Phê Muối Chú Long - Trà Vinh,311122
Cà Phê Muối Chú Long - Trần Hưng Đạo,507855
Cà Phê Muối Chú Long - Trương Định,9736037
Cà Phê Muối Chú Long - Vĩnh Long,458774
Cà Phê Muối Chú Long - Võ Văn Kiệt,3302687
Cà Phê Muối Chú Long - Vũng Tàu,959961
(blank),
Grand Total,114558704
