STT,Mã Đơn Hàng,ID cửa hàng,Tên cửa hàng,Thời gian hoàn thành/ huỷ đơn,Giá trị đơn hàng,Khuyến mại từ quán,Phí dịch vụ,Phí vận chuyển trả cho quán,Chiết khấu,Thuế khấu trừ,Thực thu
186,10125-272855457,10313967,Cà Phê Muối Chú Long - Tiền Giang,10/12/2025 8:07,"376,000","54,500",0,0,"78,928",0,"242,572"
187,10125-272969936,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:06,"73,000","15,000",0,0,"14,239",0,"43,761"
188,10125-273153943,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 7:56,"72,000","15,000",0,0,"13,994",0,"43,007"
189,10125-273220977,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:31,"29,000","8,700",0,0,"4,984",0,"15,316"
190,10125-273252205,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:02,"54,000","15,000",0,0,"9,575",0,"29,426"
191,10125-273348780,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 7:54,"58,000","11,000",0,0,"11,539",0,"35,462"
192,10125-273410758,10323120,Cà Phê Muối Chú Long - Đồng Xoài,10/12/2025 7:46,"47,000","14,100",0,0,"8,077",0,"24,823"
193,10125-273476503,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 7:42,"58,000","15,000",0,0,"10,557",0,"32,444"
194,10125-273513836,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 7:57,"58,000","15,000",0,0,"10,557",0,"32,444"
195,10125-273532438,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 7:47,"58,000","11,000",0,0,"11,539",0,"35,462"
196,10125-273799095,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 7:56,"44,000","13,200",0,0,"7,561",0,"23,239"
197,10125-273946253,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:06,"87,000","15,000",0,0,"17,676",0,"54,324"
198,10125-273959428,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 7:55,"167,000","48,000",0,0,"29,215",0,"89,786"
199,10125-274132771,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 7:52,"80,000","15,000",0,0,"15,958",0,"49,043"
200,10125-274151243,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 7:50,"51,000","15,000",0,0,"8,838",0,"27,162"
201,10125-274183223,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 7:48,"25,000","7,500",0,0,"4,296",0,"13,204"
202,10125-274203504,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 7:49,"80,000","15,000",0,0,"15,958",0,"49,043"
203,10125-274304548,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 7:57,"29,000","8,700",0,0,"4,984",0,"15,316"
204,10125-274316733,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 8:17,"94,000","15,000",0,0,"19,395",0,"59,606"
205,10125-274321836,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:08,"88,000","15,000",0,0,"17,922",0,"55,079"
206,10125-274417079,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 7:44,"51,000","15,000",0,0,"8,838",0,"27,162"
207,10125-274438085,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 8:00,"29,000","8,700",0,0,"4,984",0,"15,316"
208,10125-274472031,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 7:54,"72,000","15,000",0,0,"13,994",0,"43,007"
209,10125-274495365,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 7:55,"80,000","15,000",0,0,"15,958",0,"49,043"
210,10125-274553596,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 7:44,"29,000","8,700",0,0,"4,984",0,"15,316"
211,10125-274570053,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 7:54,"29,000","7,250",0,0,"5,340",0,"16,410"
212,10125-274613069,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:04,"195,000","26,000",0,0,"41,490",0,"127,511"
213,10125-274874445,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 7:54,"54,000","15,000",0,0,"9,575",0,"29,426"
214,10125-275027830,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:02,"29,000","8,700",0,0,"4,984",0,"15,316"
215,10125-275129781,10358037,Cà Phê Muối Chú Long - Hùng Vương,10/12/2025 7:54,"29,000","7,250",0,0,"5,340",0,"16,410"
216,10125-275263162,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 7:57,"54,000","11,000",0,0,"10,557",0,"32,444"
217,10125-275504696,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:08,"66,000","15,000",0,0,"12,521",0,"38,480"
218,10125-275503649,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 7:57,"51,000",0,0,0,"12,521",0,"38,480"
219,10125-275522418,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 7:55,"88,000","15,000",0,0,"17,922",0,"55,079"
220,10125-275628118,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 8:02,"54,000","11,000",0,0,"10,557",0,"32,444"
221,10125-275657650,10381892,Cà Phê Muối Chú Long - Phan Văn Trị,10/12/2025 8:15,"44,000",0,0,0,"10,802",0,"33,198"
222,10125-276034759,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:12,"58,000","15,000",0,0,"10,557",0,"32,444"
223,10125-276249686,10375372,Cà Phê Muối Chú Long - An Dương Vương,10/12/2025 8:00,"44,000","13,200",0,0,"7,561",0,"23,239"
224,10125-276333274,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:06,"72,000","15,000",0,0,"13,994",0,"43,007"
225,10125-276573298,10307386,Cà Phê Muối Chú Long - Kiên Giang,10/12/2025 7:51,"29,000","7,250",0,0,"5,340",0,"16,410"
226,10125-276612195,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:06,"80,000","15,000",0,0,"15,958",0,"49,043"
227,10125-276632105,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:10,"30,000","9,000",0,0,"5,156",0,"15,845"
228,10125-276682320,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 8:08,"44,000","13,200",0,0,"7,561",0,"23,239"
229,10125-276851342,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:42,"58,000","11,000",0,0,"11,539",0,"35,462"
230,10125-277096516,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 7:49,"66,000","11,000",0,0,"13,503",0,"41,498"
231,10125-277177753,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:08,"88,000","15,000",0,0,"17,922",0,"55,079"
232,10125-277267031,10321437,Cà Phê Muối Chú Long - Tây Ninh,10/12/2025 8:00,"95,000","15,000",0,0,"19,640",0,"60,360"
233,10125-277276035,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:46,"29,000","8,700",0,0,"4,984",0,"15,316"
234,10125-277365602,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 7:54,"29,000","8,700",0,0,"4,984",0,"15,316"
235,10125-277387162,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 7:56,"81,000","15,000",0,0,"16,203",0,"49,797"
236,10125-277471711,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 7:55,"58,000","15,000",0,0,"10,557",0,"32,444"
237,10125-277666772,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:14,"73,000","15,000",0,0,"14,239",0,"43,761"
238,10125-277780972,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:11,"62,000","15,000",0,0,"11,539",0,"35,462"
239,10125-277837409,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:13,"159,000","42,000",0,0,"28,724",0,"88,277"
240,10125-277968807,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 7:54,"51,000","15,000",0,0,"8,838",0,"27,162"
241,10125-278067150,10321439,Cà Phê Muối Chú Long - Vĩnh Long,10/12/2025 7:56,"97,000","15,000",0,0,"20,131",0,"61,869"
242,10125-278144675,10299524,Cà Phê Muối Chú Long - Lê Duẩn,10/12/2025 8:20,"29,000",0,0,0,"7,120",0,"21,881"
243,10125-278152483,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:00,"51,000","15,000",0,0,"8,838",0,"27,162"
244,10125-278270410,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 8:12,"29,000","5,000",0,0,"5,892",0,"18,108"
245,10125-278324373,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:32,"80,000","15,000",0,0,"15,958",0,"49,043"
246,10125-278509221,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 8:03,"22,000","6,600",0,0,"3,781",0,"11,619"
247,10125-278571474,10225895,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10/12/2025 7:47,"29,000","5,000",0,0,"5,892",0,"18,108"
248,10125-278739871,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:19,"116,000","20,000",0,0,"23,568",0,"72,432"
249,10125-278823171,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:03,"44,000","13,200",0,0,"7,561",0,"23,239"
250,10125-278965547,10323120,Cà Phê Muối Chú Long - Đồng Xoài,10/12/2025 7:59,"29,000","7,250",0,0,"5,340",0,"16,410"
251,10125-279175760,10287840,Cà Phê Muối Chú Long - Long Xuyên,10/12/2025 8:01,"58,000","15,000",0,0,"10,557",0,"32,444"
252,10125-279307023,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:04,"51,000","11,000",0,0,"9,820",0,"30,180"
253,10125-279446195,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 8:15,"66,000","11,000",0,0,"13,503",0,"41,498"
254,10125-279634968,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:10,"51,000","11,000",0,0,"9,820",0,"30,180"
255,10125-279972942,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:10,"47,000","5,000",0,0,"10,311",0,"31,689"
256,10125-280090314,10340098,Cà Phê Muối Chú Long - Thuận An,10/12/2025 8:29,"29,000","6,600",0,0,"5,499",0,"16,901"
257,10125-280161874,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:24,"153,000","42,000",0,0,"27,251",0,"83,750"
258,10125-280320626,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:30,"58,000","11,000",0,0,"11,539",0,"35,462"
259,10125-280472817,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 7:57,"88,000","15,000",0,0,"17,922",0,"55,079"
260,10125-280556444,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 7:56,"58,000","11,000",0,0,"11,539",0,"35,462"
261,10125-280615540,10358016,Cà Phê Muối Chú Long - Bà Triệu,10/12/2025 8:05,"30,000","7,500",0,0,"5,524",0,"16,976"
262,10125-280724524,10242271,Cà Phê Muối Chú Long - Vũng Tàu,10/12/2025 8:20,"44,000","13,200",0,0,"7,561",0,"23,239"
263,10125-280743325,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:13,"22,000","6,600",0,0,"3,781",0,"11,619"
264,10125-280962150,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 8:02,"29,000","8,700",0,0,"4,984",0,"15,316"
265,10125-280999176,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:13,"58,000","15,000",0,0,"10,557",0,"32,444"
266,10125-281159495,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:04,"44,000","13,200",0,0,"7,561",0,"23,239"
267,10125-281252658,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 8:04,"88,000","15,000",0,0,"17,922",0,"55,079"
268,10125-281280971,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:05,"44,000","13,200",0,0,"7,561",0,"23,239"
269,10125-281443149,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 8:09,"94,000","15,000",0,0,"19,395",0,"59,606"
270,10125-281480053,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:12,"174,000","48,000",0,0,"30,933",0,"95,067"
271,10125-281502539,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:11,"157,000","42,000",0,0,"28,233",0,"86,768"
272,10125-281511855,10307386,Cà Phê Muối Chú Long - Kiên Giang,10/12/2025 8:07,"44,000","10,000",0,0,"8,347",0,"25,653"
273,10125-281515909,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:07,"29,000",0,0,0,"7,120",0,"21,881"
274,10125-281590515,10323120,Cà Phê Muối Chú Long - Đồng Xoài,10/12/2025 8:17,"44,000","13,200",0,0,"7,561",0,"23,239"
275,10125-281768620,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 8:17,"58,000","11,000",0,0,"11,539",0,"35,462"
276,10125-281911473,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:41,"58,000","15,000",0,0,"10,557",0,"32,444"
277,10125-282129237,10232123,Cà Phê Muối Chú Long - 17A Ngô Tất Tố,10/12/2025 8:17,"58,000","11,000",0,0,"11,539",0,"35,462"
278,10125-282192952,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:30,"73,000","15,000",0,0,"14,239",0,"43,761"
279,10125-282232483,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:25,"22,000","6,600",0,0,"3,781",0,"11,619"
280,10125-282384668,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 8:20,"22,000","6,600",0,0,"3,781",0,"11,619"
281,10125-282491748,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:11,"54,000","15,000",0,0,"9,575",0,"29,426"
282,10125-282531922,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:10,"58,000","15,000",0,0,"10,557",0,"32,444"
283,10125-282607030,10225885,Cà Phê Muối Chú Long - Ngô Tất Tố,10/12/2025 8:20,"205,000","48,000",0,0,"38,544",0,"118,457"
284,10125-282805266,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:13,"44,000","13,200",0,0,"7,561",0,"23,239"
285,10125-282816206,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:22,"58,000","15,000",0,0,"10,557",0,"32,444"
286,10125-283064485,10321524,Cà Phê Muối Chú Long - Đội Cấn,10/12/2025 8:07,"87,000","15,000",0,0,"17,676",0,"54,324"
287,10125-283273678,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:20,"36,000","10,800",0,0,"6,187",0,"19,013"
288,10125-283292299,10381892,Cà Phê Muối Chú Long - Phan Văn Trị,10/12/2025 8:27,"167,000",0,0,0,"40,999",0,"126,002"
289,10125-283348392,10225888,Cà Phê Muối Chú Long - Lạc Long Quân,10/12/2025 8:08,"58,000","11,000",0,0,"11,539",0,"35,462"
290,10125-283356546,10292015,Cà Phê Muối Chú Long - Long An,10/12/2025 8:09,"58,000","15,000",0,0,"10,557",0,"32,444"
291,10125-283410595,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 7:59,"22,000","6,600",0,0,"3,781",0,"11,619"
292,10125-283449530,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:14,"168,000","48,000",0,0,"29,460",0,"90,540"
293,10125-283467639,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:01,"22,000","5,000",0,0,"4,174",0,"12,827"
294,10125-283652848,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:57,"58,000","15,000",0,0,"10,557",0,"32,444"
295,10125-283722670,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 8:25,"87,000","15,000",0,0,"17,676",0,"54,324"
296,10125-283762531,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:14,"58,000","15,000",0,0,"10,557",0,"32,444"
297,10125-283805253,10219545,Cà Phê Muối Chú Long - Nguyễn Huệ,10/12/2025 8:06,"58,000","15,000",0,0,"10,557",0,"32,444"
298,10125-283831951,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:01,"29,000","5,000",0,0,"5,892",0,"18,108"
299,10125-283877024,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:24,"58,000","11,000",0,0,"11,539",0,"35,462"
300,10125-284163047,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:10,"58,000","11,000",0,0,"11,539",0,"35,462"
301,10125-284436924,10292015,Cà Phê Muối Chú Long - Long An,10/12/2025 8:04,"163,000","48,000",0,0,"28,233",0,"86,768"
302,10125-284508621,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:14,"66,000","10,000",0,0,"13,748",0,"42,252"
303,10125-284673255,10354882,Cà Phê Muối Chú Long - Quảng Ngãi,10/12/2025 8:11,"167,000","22,000",0,0,"35,598",0,"109,403"
304,10125-284676437,10230814,Cà Phê Muối Chú Long - Võ Văn Kiệt,10/12/2025 8:07,"51,000","15,000",0,0,"8,838",0,"27,162"
305,10125-284726846,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:10,"29,000","8,700",0,0,"4,984",0,"15,316"
306,10125-284727607,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 8:13,"22,000","6,600",0,0,"3,781",0,"11,619"
307,10125-284735758,10225902,Cà Phê Muối Chú Long - Hậu Giang,10/12/2025 8:05,"196,000","48,000",0,0,"36,334",0,"111,666"
308,10125-284751463,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:16,"29,000","8,700",0,0,"4,984",0,"15,316"
309,10125-284746412,10358016,Cà Phê Muối Chú Long - Bà Triệu,10/12/2025 8:23,"58,000","15,000",0,0,"10,557",0,"32,444"
310,10125-284828187,10354891,Cà Phê Muối Chú Long - Trà Vinh,10/12/2025 8:13,"29,000",0,0,0,"7,120",0,"21,881"
311,10125-285105600,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:07,"29,000","8,700",0,0,"4,984",0,"15,316"
312,10125-285261757,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:02,"22,000","5,500",0,0,"4,051",0,"12,449"
313,10125-285379105,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:19,"168,000","48,000",0,0,"29,460",0,"90,540"
314,10125-285481662,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:25,"44,000","13,200",0,0,"7,561",0,"23,239"
315,10125-285488899,10216423,Cà Phê Muối Chú Long - 417 Cộng Hoà,10/12/2025 8:20,"83,000","15,000",0,0,"16,694",0,"51,306"
316,10125-285596200,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:05,"29,000","7,250",0,0,"5,340",0,"16,410"
317,10125-285599951,10287867,Cà Phê Muối Chú Long - Classic,10/12/2025 8:18,"30,000","9,000",0,0,"5,156",0,"15,845"
318,10125-285613826,10307386,Cà Phê Muối Chú Long - Kiên Giang,10/12/2025 8:05,"29,000","7,250",0,0,"5,340",0,"16,410"
319,10125-285624657,10235658,Cà Phê Muối Chú Long - Công Trường Quốc Tế,10/12/2025 8:26,"58,000","11,000",0,0,"11,539",0,"35,462"
320,10125-285698862,10225871,Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,10/12/2025 8:15,"73,000","15,000",0,0,"14,239",0,"43,761"
321,10125-285732349,10324687,Cà Phê Muối Chú Long - Huỳnh Tấn Phát,10/12/2025 8:14,"69,000","15,000",0,0,"13,257",0,"40,743"
322,10125-285796552,10230817,Cà Phê Muối Chú Long - Thích Quảng Đức,10/12/2025 8:21,"29,000","5,000",0,0,"5,892",0,"18,108"
323,10125-285856562,10225898,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10/12/2025 8:38,"22,000","6,600",0,0,"3,781",0,"11,619"
324,10125-285903216,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:24,"22,000","6,600",0,0,"3,781",0,"11,619"
325,10125-286004478,10296675,Cà Phê Muối Chú Long - Trương Định,10/12/2025 8:38,"167,000","48,000",0,0,"29,215",0,"89,786"
326,10125-286011235,10284115,Cà Phê Muối Chú Long - Kha Vạn Cân,10/12/2025 8:17,"87,000","15,000",0,0,"17,676",0,"54,324"
327,10125-286179873,10298769,Cà Phê Muối Chú Long - Tôn Đức Thắng,10/12/2025 8:41,"29,000","5,000",0,0,"5,892",0,"18,108"
328,10125-286194221,10298824,Cà Phê Muối Chú Long - Hoàng Diệu,10/12/2025 8:03,"22,000","6,600",0,0,"3,781",0,"11,619"
329,10125-286317800,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:41,"44,000","13,200",0,0,"7,561",0,"23,239"
330,10125-286332615,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:10,"29,000","7,250",0,0,"5,340",0,"16,410"
331,10125-286445564,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:41,"58,000","15,000",0,0,"10,557",0,"32,444"
332,10125-286614920,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:58,"22,000","5,000",0,0,"4,174",0,"12,827"
333,10125-286698390,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:17,"22,000","6,600",0,0,"3,781",0,"11,619"
334,10125-286718476,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:37,"152,000","42,000",0,0,"27,005",0,"82,995"
335,10125-286829226,10350108,Cà Phê Muối Chú Long - Đường Láng,10/12/2025 8:36,"87,000","15,000",0,0,"17,676",0,"54,324"
336,10125-286974908,10233716,Cà Phê Muối Chú Long - 130 Thích Quảng Đức,10/12/2025 8:15,"204,000","48,000",0,0,"38,298",0,"117,702"
337,10125-287135888,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:08,"58,000","10,000",0,0,"11,784",0,"36,216"
338,10125-287194759,10230793,Cà Phê Muối Chú Long - Huỳnh Văn Bánh,10/12/2025 8:34,"116,000","20,000",0,0,"23,568",0,"72,432"
339,10125-287214171,10230171,Cà Phê Muối Chú Long - Bình Long,10/12/2025 8:18,"87,000","15,000",0,0,"17,676",0,"54,324"
340,10125-287250424,10225895,Cà Phê Muối Chú Long - Cách Mạng Tháng 8,10/12/2025 8:19,"58,000","11,000",0,0,"11,539",0,"35,462"
341,10125-287255795,10321437,Cà Phê Muối Chú Long - Tây Ninh,10/12/2025 8:34,"87,000","15,000",0,0,"17,676",0,"54,324"
342,10125-287491868,10321523,Cà Phê Muối Chú Long - Thanh Nhàn,10/12/2025 8:30,"210,000","48,000",0,0,"39,771",0,"122,229"
343,10125-287581357,10358016,Cà Phê Muối Chú Long - Bà Triệu,10/12/2025 8:32,"105,000","20,000",0,0,"20,868",0,"64,133"
344,10125-287585444,10292422,Cà Phê Muối Chú Long - Phan Thiết,10/12/2025 8:06,"25,000","7,500",0,0,"4,296",0,"13,204"
345,10125-287710793,10235659,Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,10/12/2025 8:25,"22,000","6,600",0,0,"3,781",0,"11,619"
346,10125-287937491,10235663,Cà Phê Muối Chú Long - Hà Huy Giáp,10/12/2025 8:06,"58,000","15,000",0,0,"10,557",0,"32,444"
