Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,968631
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,212016
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3260971
Cà Phê Muối Chú Long - 417 Cộng Hoà,3648935
Cà Phê Muối Chú Long - An Dương Vương,1190837
Cà Phê Muối Chú Long - Bà Rịa,193152
Cà Phê Muối Chú Long - Bà Triệu,526683
Cà Phê Muối Chú Long - Bến Tre,379552
Cà Phê Muối Chú Long - Bình Long,3093625
Cà Phê Muối Chú Long - Cà Mau,215600
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1711749
Cà Phê Muối Chú Long - Cần Thơ,1100856
Cà Phê Muối Chú Long - Classic,1803424
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1933044
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1759504
Cà Phê Muối Chú Long - Đoàn Thị Điểm,91672
Cà Phê Muối Chú Long - Đội Cấn,7345549
Cà Phê Muối Chú Long - Đồng Xoài,831387
Cà Phê Muối Chú Long - Đường Láng,9388143
Cà Phê Muối Chú Long - Hà Huy Giáp,3667228
Cà Phê Muối Chú Long - Hậu Giang,4989611
Cà Phê Muối Chú Long - Hoàng Diệu,980213
Cà Phê Muối Chú Long - Hùng Vương,358202
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2000040
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3412177
Cà Phê Muối Chú Long - Kiên Giang,618314
Cà Phê Muối Chú Long - Kha Vạn Cân,1705715
Cà Phê Muối Chú Long - Lạc Long Quân,2151769
Cà Phê Muối Chú Long - Lê Duẩn,1281601
Cà Phê Muối Chú Long - Long An,788718
Cà Phê Muối Chú Long - Long Xuyên,371441
Cà Phê Muối Chú Long - Ngô Tất Tố,790420
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4045807
Cà Phê Muối Chú Long - Nguyễn Huệ,3967484
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2138719
Cà Phê Muối Chú Long - Phan Thiết,2099770
Cà Phê Muối Chú Long - Quảng Ngãi,2228012
Cà Phê Muối Chú Long - Tây Ninh,159804
Cà Phê Muối Chú Long - Tiền Giang,459378
Cà Phê Muối Chú Long - Tôn Đức Thắng,8989465
Cà Phê Muối Chú Long - Thanh Nhàn,9872458
Cà Phê Muối Chú Long - Thích Quảng Đức,1195962
Cà Phê Muối Chú Long - Thuận An,724509
Cà Phê Muối Chú Long - Trà Vinh,210130
Cà Phê Muối Chú Long - Trần Hưng Đạo,238235
Cà Phê Muối Chú Long - Trương Định,10655323
Cà Phê Muối Chú Long - Vĩnh Long,423349
Cà Phê Muối Chú Long - Võ Văn Kiệt,3058159
Cà Phê Muối Chú Long - Vũng Tàu,957917
(blank),
Grand Total,114195260
