Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1249694
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,234652
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1874129
Cà Phê Muối Chú Long - 417 Cộng Hoà,3573351
Cà Phê Muối Chú Long - An Dương Vương,1534889
Cà Phê Muối Chú Long - Bà Rịa,358389
Cà Phê Muối Chú Long - Bà Triệu,736245
Cà Phê Muối Chú Long - Bạch Đằng,638311
Cà Phê Muối Chú Long - Bến Tre,136189
Cà Phê Muối Chú Long - Bình Long,4029681
Cà Phê Muối Chú Long - Cà Mau,281052
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1259274
Cà Phê Muối Chú Long - Cần Thơ,1895703
Cà Phê Muối Chú Long - Classic,2393305
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2946275
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,2015971
Cà Phê Muối Chú Long - Đoàn Thị Điểm,207114
Cà Phê Muối Chú Long - Đội Cấn,9023127
Cà Phê Muối Chú Long - Đồng Xoài,485149
Cà Phê Muối Chú Long - Đường Láng,8337139
Cà Phê Muối Chú Long - Hà Huy Giáp,5328841
Cà Phê Muối Chú Long - Hậu Giang,5569992
Cà Phê Muối Chú Long - Hoàng Diệu,1965301
Cà Phê Muối Chú Long - Hùng Vương,825621
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3194588
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3495040
Cà Phê Muối Chú Long - Kha Vạn Cân,2334446
Cà Phê Muối Chú Long - Kiên Giang,451384
Cà Phê Muối Chú Long - Lạc Long Quân,1748871
Cà Phê Muối Chú Long - Lê Duẩn,1714431
Cà Phê Muối Chú Long - Long An,539852
Cà Phê Muối Chú Long - Long Xuyên,284451
Cà Phê Muối Chú Long - Ngô Tất Tố,1665198
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4940972
Cà Phê Muối Chú Long - Nguyễn Huệ,4642022
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2698344
Cà Phê Muối Chú Long - Phan Thiết,2107588
Cà Phê Muối Chú Long - Phan Văn Trị,1228334
Cà Phê Muối Chú Long - Quảng Ngãi,1111691
Cà Phê Muối Chú Long - Tây Ninh,433841
Cà Phê Muối Chú Long - Thanh Nhàn,11939662
Cà Phê Muối Chú Long - Thích Quảng Đức,1231361
Cà Phê Muối Chú Long - Thuận An,1501284
Cà Phê Muối Chú Long - Tiền Giang,435354
Cà Phê Muối Chú Long - Tôn Đức Thắng,10353556
Cà Phê Muối Chú Long - Trà Vinh,541925
Cà Phê Muối Chú Long - Trần Hưng Đạo,696525
Cà Phê Muối Chú Long - Trương Định,9330595
Cà Phê Muối Chú Long - Vĩnh Long,644575
Cà Phê Muối Chú Long - Võ Văn Kiệt,3589190
Cà Phê Muối Chú Long - Vũng Tàu,1717261
(blank),
Grand Total,131471735
