Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1215352
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,330924
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2140529
Cà Phê Muối Chú Long - 417 Cộng Hoà,3237122
Cà Phê Muối Chú Long - An Dương Vương,1050723
Cà Phê Muối Chú Long - Bà Rịa,54324
Cà Phê Muối Chú Long - Bà Triệu,527359
Cà Phê Muối Chú Long - Bạch Đằng,875224
Cà Phê Muối Chú Long - Bến Tre,125097
Cà Phê Muối Chú Long - Bình Long,3143337
Cà Phê Muối Chú Long - Cà Mau,306178
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,808979
Cà Phê Muối Chú Long - Cần Thơ,1321549
Cà Phê Muối Chú Long - Classic,1841673
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1781535
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1853891
Cà Phê Muối Chú Long - Đoàn Thị Điểm,176931
Cà Phê Muối Chú Long - Đội Cấn,6698037
Cà Phê Muối Chú Long - Đồng Xoài,389475
Cà Phê Muối Chú Long - Đường Láng,9003129
Cà Phê Muối Chú Long - Hà Huy Giáp,3659724
Cà Phê Muối Chú Long - Hậu Giang,5014502
Cà Phê Muối Chú Long - Hoàng Diệu,1073432
Cà Phê Muối Chú Long - Hùng Vương,385971
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2155465
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2890505
Cà Phê Muối Chú Long - Kha Vạn Cân,1371010
Cà Phê Muối Chú Long - Kiên Giang,453456
Cà Phê Muối Chú Long - Lạc Long Quân,2115778
Cà Phê Muối Chú Long - Lê Duẩn,1020843
Cà Phê Muối Chú Long - Long An,192434
Cà Phê Muối Chú Long - Long Xuyên,238007
Cà Phê Muối Chú Long - Ngô Tất Tố,1414618
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4344128
Cà Phê Muối Chú Long - Nguyễn Huệ,3229958
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1572308
Cà Phê Muối Chú Long - Phan Thiết,1883119
Cà Phê Muối Chú Long - Phan Văn Trị,1020088
Cà Phê Muối Chú Long - Quảng Ngãi,1185058
Cà Phê Muối Chú Long - Tây Ninh,277808
Cà Phê Muối Chú Long - Thanh Nhàn,10386348
Cà Phê Muối Chú Long - Thích Quảng Đức,1852763
Cà Phê Muối Chú Long - Thuận An,1234216
Cà Phê Muối Chú Long - Tiền Giang,581570
Cà Phê Muối Chú Long - Tôn Đức Thắng,9975597
Cà Phê Muối Chú Long - Trà Vinh,506838
Cà Phê Muối Chú Long - Trần Hưng Đạo,505931
Cà Phê Muối Chú Long - Trương Định,9962613
Cà Phê Muối Chú Long - Vĩnh Long,664113
Cà Phê Muối Chú Long - Võ Văn Kiệt,3381008
Cà Phê Muối Chú Long - Vũng Tàu,1010734
(blank),
Grand Total,112441311
