Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,944642
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,184100
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1748955
Cà Phê Muối Chú Long - 417 Cộng Hoà,3466959
Cà Phê Muối Chú Long - An Dương Vương,1646330
Cà Phê Muối Chú Long - Bà Rịa,166746
Cà Phê Muối Chú Long - Bà Triệu,392946
Cà Phê Muối Chú Long - Bạch Đằng,276149
Cà Phê Muối Chú Long - Bến Tre,292182
Cà Phê Muối Chú Long - Bình Long,4246748
Cà Phê Muối Chú Long - Cà Mau,242009
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1260783
Cà Phê Muối Chú Long - Cần Thơ,1251917
Cà Phê Muối Chú Long - Classic,2041707
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1893060
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1514294
Cà Phê Muối Chú Long - Đoàn Thị Điểm,264080
Cà Phê Muối Chú Long - Đội Cấn,6913532
Cà Phê Muối Chú Long - Đồng Xoài,515892
Cà Phê Muối Chú Long - Đường Láng,8717550
Cà Phê Muối Chú Long - Hà Huy Giáp,4261630
Cà Phê Muối Chú Long - Hậu Giang,4934769
Cà Phê Muối Chú Long - Hoàng Diệu,995385
Cà Phê Muối Chú Long - Hùng Vương,521553
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3049486
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2821107
Cà Phê Muối Chú Long - Kha Vạn Cân,2057545
Cà Phê Muối Chú Long - Kiên Giang,657175
Cà Phê Muối Chú Long - Lạc Long Quân,1650858
Cà Phê Muối Chú Long - Lê Duẩn,1393383
Cà Phê Muối Chú Long - Long An,524194
Cà Phê Muối Chú Long - Long Xuyên,384801
Cà Phê Muối Chú Long - Ngô Tất Tố,1400364
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5088393
Cà Phê Muối Chú Long - Nguyễn Huệ,4476861
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,995195
Cà Phê Muối Chú Long - Phan Thiết,2026211
Cà Phê Muối Chú Long - Phan Văn Trị,1899846
Cà Phê Muối Chú Long - Quảng Ngãi,1558432
Cà Phê Muối Chú Long - Tây Ninh,84505
Cà Phê Muối Chú Long - Thanh Nhàn,12632287
Cà Phê Muối Chú Long - Thích Quảng Đức,1163451
Cà Phê Muối Chú Long - Thuận An,1388666
Cà Phê Muối Chú Long - Tiền Giang,479868
Cà Phê Muối Chú Long - Tôn Đức Thắng,8978999
Cà Phê Muối Chú Long - Trà Vinh,313308
Cà Phê Muối Chú Long - Trần Hưng Đạo,496468
Cà Phê Muối Chú Long - Trương Định,9266075
Cà Phê Muối Chú Long - Vĩnh Long,610393
Cà Phê Muối Chú Long - Võ Văn Kiệt,2919190
Cà Phê Muối Chú Long - Vũng Tàu,1131762
(blank),
Grand Total,118142741
