Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1239272
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,223145
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2287280
Cà Phê Muối Chú Long - 417 Cộng Hoà,2243140
Cà Phê Muối Chú Long - An Dương Vương,1155143
Cà Phê Muối Chú Long - Bà Rịa,27917
Cà Phê Muối Chú Long - Bà Triệu,1673107
Cà Phê Muối Chú Long - Bạch Đằng,265585
Cà Phê Muối Chú Long - Bến Tre,286710
Cà Phê Muối Chú Long - Bình Long,3957752
Cà Phê Muối Chú Long - Cà Mau,328210
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,849198
Cà Phê Muối Chú Long - Cần Thơ,1230412
Cà Phê Muối Chú Long - Classic,1095916
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2805628
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1293223
Cà Phê Muối Chú Long - Đoàn Thị Điểm,64888
Cà Phê Muối Chú Long - Đội Cấn,8170520
Cà Phê Muối Chú Long - Đồng Xoài,573047
Cà Phê Muối Chú Long - Đường Láng,12189001
Cà Phê Muối Chú Long - Hà Huy Giáp,4179572
Cà Phê Muối Chú Long - Hậu Giang,3718200
Cà Phê Muối Chú Long - Hoàng Diệu,1129116
Cà Phê Muối Chú Long - Hùng Vương,364991
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2229183
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2019056
Cà Phê Muối Chú Long - Kha Vạn Cân,1528629
Cà Phê Muối Chú Long - Kiên Giang,755637
Cà Phê Muối Chú Long - Lạc Long Quân,1533152
Cà Phê Muối Chú Long - Lê Duẩn,1205322
Cà Phê Muối Chú Long - Long An,917853
Cà Phê Muối Chú Long - Long Xuyên,354996
Cà Phê Muối Chú Long - Ngô Tất Tố,1099315
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4719804
Cà Phê Muối Chú Long - Nguyễn Huệ,3844197
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2149585
Cà Phê Muối Chú Long - Phan Thiết,2263501
Cà Phê Muối Chú Long - Phan Văn Trị,368954
Cà Phê Muối Chú Long - Quảng Ngãi,1223617
Cà Phê Muối Chú Long - Tây Ninh,259361
Cà Phê Muối Chú Long - Thanh Nhàn,10794309
Cà Phê Muối Chú Long - Thích Quảng Đức,971047
Cà Phê Muối Chú Long - Thuận An,857871
Cà Phê Muối Chú Long - Tiền Giang,388195
Cà Phê Muối Chú Long - Tôn Đức Thắng,9824013
Cà Phê Muối Chú Long - Trà Vinh,723569
Cà Phê Muối Chú Long - Trần Hưng Đạo,656421
Cà Phê Muối Chú Long - Trương Định,11514471
Cà Phê Muối Chú Long - Vĩnh Long,431010
Cà Phê Muối Chú Long - Võ Văn Kiệt,2003963
Cà Phê Muối Chú Long - Vũng Tàu,1209850
(blank),
Grand Total,117197854
