Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1670094
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,75073
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2233943
Cà Phê Muối Chú Long - 417 Cộng Hoà,2549706
Cà Phê Muối Chú Long - An Dương Vương,1063098
Cà Phê Muối Chú Long - Bà Rịa,42252
Cà Phê Muối Chú Long - Bà Triệu,537204
Cà Phê Muối Chú Long - Bạch Đằng,654907
Cà Phê Muối Chú Long - Bến Tre,232426
Cà Phê Muối Chú Long - Bình Long,4046114
Cà Phê Muối Chú Long - Cà Mau,537772
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1187065
Cà Phê Muối Chú Long - Cần Thơ,1155636
Cà Phê Muối Chú Long - Classic,2141526
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2973968
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1876760
Cà Phê Muối Chú Long - Đoàn Thị Điểm,136567
Cà Phê Muối Chú Long - Đội Cấn,8901567
Cà Phê Muối Chú Long - Đồng Xoài,368953
Cà Phê Muối Chú Long - Đường Láng,8767870
Cà Phê Muối Chú Long - Hà Huy Giáp,4104430
Cà Phê Muối Chú Long - Hậu Giang,3501444
Cà Phê Muối Chú Long - Hoàng Diệu,2208398
Cà Phê Muối Chú Long - Hùng Vương,613605
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3169225
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3205897
Cà Phê Muối Chú Long - Kha Vạn Cân,1628452
Cà Phê Muối Chú Long - Kiên Giang,703312
Cà Phê Muối Chú Long - Lạc Long Quân,1431219
Cà Phê Muối Chú Long - Lê Duẩn,1923655
Cà Phê Muối Chú Long - Long An,731378
Cà Phê Muối Chú Long - Long Xuyên,372010
Cà Phê Muối Chú Long - Ngô Tất Tố,1354112
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4811483
Cà Phê Muối Chú Long - Nguyễn Huệ,4616971
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2346515
Cà Phê Muối Chú Long - Phan Thiết,2175111
Cà Phê Muối Chú Long - Phan Văn Trị,1209473
Cà Phê Muối Chú Long - Quảng Ngãi,1089614
Cà Phê Muối Chú Long - Tây Ninh,313874
Cà Phê Muối Chú Long - Thanh Nhàn,11289191
Cà Phê Muối Chú Long - Thích Quảng Đức,1442012
Cà Phê Muối Chú Long - Thuận An,1251271
Cà Phê Muối Chú Long - Tiền Giang,752395
Cà Phê Muối Chú Long - Tôn Đức Thắng,9166022
Cà Phê Muối Chú Long - Trà Vinh,382121
Cà Phê Muối Chú Long - Trần Hưng Đạo,1145073
Cà Phê Muối Chú Long - Trương Định,11097843
Cà Phê Muối Chú Long - Vĩnh Long,670790
Cà Phê Muối Chú Long - Võ Văn Kiệt,3647811
Cà Phê Muối Chú Long - Vũng Tàu,928948
(blank),
Grand Total,124436156
