Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,781970
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,408037
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,3063670
Cà Phê Muối Chú Long - 417 Cộng Hoà,3169748
Cà Phê Muối Chú Long - An Dương Vương,1022579
Cà Phê Muối Chú Long - Bà Rịa,67906
Cà Phê Muối Chú Long - Bà Triệu,327454
Cà Phê Muối Chú Long - Bến Tre,32444
Cà Phê Muối Chú Long - Bình Long,4235340
Cà Phê Muối Chú Long - Cà Mau,189758
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1467513
Cà Phê Muối Chú Long - Cần Thơ,1059741
Cà Phê Muối Chú Long - Classic,1953644
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1552166
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1177252
Cà Phê Muối Chú Long - Đoàn Thị Điểm,365180
Cà Phê Muối Chú Long - Đội Cấn,6496732
Cà Phê Muối Chú Long - Đồng Xoài,511100
Cà Phê Muối Chú Long - Đường Láng,7446801
Cà Phê Muối Chú Long - Hà Huy Giáp,3528325
Cà Phê Muối Chú Long - Hậu Giang,4346925
Cà Phê Muối Chú Long - Hoàng Diệu,897861
Cà Phê Muối Chú Long - Hùng Vương,393023
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2029090
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,1753400
Cà Phê Muối Chú Long - Kiên Giang,672676
Cà Phê Muối Chú Long - Kha Vạn Cân,2339340
Cà Phê Muối Chú Long - Lạc Long Quân,1852462
Cà Phê Muối Chú Long - Lê Duẩn,1196303
Cà Phê Muối Chú Long - Long An,643214
Cà Phê Muối Chú Long - Long Xuyên,308591
Cà Phê Muối Chú Long - Ngô Tất Tố,1528853
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4551920
Cà Phê Muối Chú Long - Nguyễn Huệ,3475469
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1440274
Cà Phê Muối Chú Long - Phan Thiết,1886884
Cà Phê Muối Chú Long - Phan Văn Trị,279167
Cà Phê Muối Chú Long - Quảng Ngãi,1651272
Cà Phê Muối Chú Long - Tây Ninh,135810
Cà Phê Muối Chú Long - Tiền Giang,619295
Cà Phê Muối Chú Long - Tôn Đức Thắng,6547210
Cà Phê Muối Chú Long - Thanh Nhàn,8133029
Cà Phê Muối Chú Long - Thích Quảng Đức,1110554
Cà Phê Muối Chú Long - Thuận An,945091
Cà Phê Muối Chú Long - Trà Vinh,413014
Cà Phê Muối Chú Long - Trần Hưng Đạo,394115
Cà Phê Muối Chú Long - Trương Định,8650308
Cà Phê Muối Chú Long - Vĩnh Long,266753
Cà Phê Muối Chú Long - Võ Văn Kiệt,2324859
Cà Phê Muối Chú Long - Vũng Tàu,903367
(blank),
Grand Total,100547489
