Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,822935
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,179081
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1549224
Cà Phê Muối Chú Long - 417 Cộng Hoà,2329985
Cà Phê Muối Chú Long - An Dương Vương,1277598
Cà Phê Muối Chú Long - Bà Rịa,16410
Cà Phê Muối Chú Long - Bà Triệu,536071
Cà Phê Muối Chú Long - Bạch Đằng,973309
Cà Phê Muối Chú Long - Bến Tre,67527
Cà Phê Muối Chú Long - Bình Long,4860585
Cà Phê Muối Chú Long - Cà Mau,306328
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1255343
Cà Phê Muối Chú Long - Cần Thơ,1396544
Cà Phê Muối Chú Long - Classic,1875698
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1184196
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1522288
Cà Phê Muối Chú Long - Đoàn Thị Điểm,125626
Cà Phê Muối Chú Long - Đội Cấn,6431009
Cà Phê Muối Chú Long - Đồng Xoài,356126
Cà Phê Muối Chú Long - Đường Láng,6271288
Cà Phê Muối Chú Long - Hà Huy Giáp,4627560
Cà Phê Muối Chú Long - Hậu Giang,4130607
Cà Phê Muối Chú Long - Hoàng Diệu,1110667
Cà Phê Muối Chú Long - Hùng Vương,562105
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2188815
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2716889
Cà Phê Muối Chú Long - Kha Vạn Cân,1901349
Cà Phê Muối Chú Long - Kiên Giang,469489
Cà Phê Muối Chú Long - Lạc Long Quân,1466905
Cà Phê Muối Chú Long - Lê Duẩn,968967
Cà Phê Muối Chú Long - Long An,815428
Cà Phê Muối Chú Long - Long Xuyên,395962
Cà Phê Muối Chú Long - Ngô Tất Tố,723192
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3385387
Cà Phê Muối Chú Long - Nguyễn Huệ,3053853
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1368449
Cà Phê Muối Chú Long - Phan Thiết,1770542
Cà Phê Muối Chú Long - Phan Văn Trị,757522
Cà Phê Muối Chú Long - Quảng Ngãi,1586716
Cà Phê Muối Chú Long - Tây Ninh,210506
Cà Phê Muối Chú Long - Thanh Nhàn,9146236
Cà Phê Muối Chú Long - Thích Quảng Đức,1012772
Cà Phê Muối Chú Long - Thuận An,1071734
Cà Phê Muối Chú Long - Tiền Giang,587719
Cà Phê Muối Chú Long - Tôn Đức Thắng,7190271
Cà Phê Muối Chú Long - Trà Vinh,516306
Cà Phê Muối Chú Long - Trần Hưng Đạo,634461
Cà Phê Muối Chú Long - Trương Định,7318761
Cà Phê Muối Chú Long - Vĩnh Long,293085
Cà Phê Muối Chú Long - Võ Văn Kiệt,1761618
Cà Phê Muối Chú Long - Vũng Tàu,1184873
(blank),
Grand Total,98265917
