Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,811090
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,504898
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1605378
Cà Phê Muối Chú Long - 417 Cộng Hoà,2715551
Cà Phê Muối Chú Long - An Dương Vương,3618691
Cà Phê Muối Chú Long - Bà Rịa,169825
Cà Phê Muối Chú Long - Bà Triệu,1046131
Cà Phê Muối Chú Long - Bạch Đằng,654907
Cà Phê Muối Chú Long - Bến Tre,379665
Cà Phê Muối Chú Long - Bình Long,3247879
Cà Phê Muối Chú Long - Cà Mau,430743
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1143071
Cà Phê Muối Chú Long - Cần Thơ,1538578
Cà Phê Muối Chú Long - Classic,2018041
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2171556
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,902483
Cà Phê Muối Chú Long - Đoàn Thị Điểm,237969
Cà Phê Muối Chú Long - Đội Cấn,8800027
Cà Phê Muối Chú Long - Đồng Xoài,615560
Cà Phê Muối Chú Long - Đường Láng,11437134
Cà Phê Muối Chú Long - Hà Huy Giáp,3434835
Cà Phê Muối Chú Long - Hậu Giang,5192204
Cà Phê Muối Chú Long - Hoàng Diệu,607599
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2367572
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2584723
Cà Phê Muối Chú Long - Kha Vạn Cân,1802153
Cà Phê Muối Chú Long - Kiên Giang,581605
Cà Phê Muối Chú Long - Lạc Long Quân,1686716
Cà Phê Muối Chú Long - Lê Duẩn,936107
Cà Phê Muối Chú Long - Long An,533456
Cà Phê Muối Chú Long - Long Xuyên,255059
Cà Phê Muối Chú Long - Ngô Tất Tố,1500098
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5211714
Cà Phê Muối Chú Long - Nguyễn Huệ,3982363
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2320140
Cà Phê Muối Chú Long - Nha Trang,2851516
Cà Phê Muối Chú Long - Phan Thiết,1534154
Cà Phê Muối Chú Long - Phan Văn Trị,2273769
Cà Phê Muối Chú Long - Quảng Ngãi,543617
Cà Phê Muối Chú Long - Tây Ninh,305069
Cà Phê Muối Chú Long - Thanh Nhàn,9846591
Cà Phê Muối Chú Long - Thích Quảng Đức,876580
Cà Phê Muối Chú Long - Thuận An,1183926
Cà Phê Muối Chú Long - Tiền Giang,748765
Cà Phê Muối Chú Long - Tôn Đức Thắng,8303111
Cà Phê Muối Chú Long - Trà Vinh,503138
Cà Phê Muối Chú Long - Trần Hưng Đạo,915132
Cà Phê Muối Chú Long - Trương Định,9560758
Cà Phê Muối Chú Long - Vĩnh Long,369629
Cà Phê Muối Chú Long - Võ Văn Kiệt,3577494
Cà Phê Muối Chú Long - Vũng Tàu,681267
(blank),
Grand Total,121120037
