Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,926384
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,293879
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1447295
Cà Phê Muối Chú Long - 417 Cộng Hoà,2720485
Cà Phê Muối Chú Long - An Dương Vương,2458501
Cà Phê Muối Chú Long - Bà Rịa,132603
Cà Phê Muối Chú Long - Bà Triệu,835159
Cà Phê Muối Chú Long - Bạch Đằng,1968198
Cà Phê Muối Chú Long - Bến Tre,297538
Cà Phê Muối Chú Long - Bình Long,4118666
Cà Phê Muối Chú Long - Cà Mau,356352
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1869517
Cà Phê Muối Chú Long - Cần Thơ,830862
Cà Phê Muối Chú Long - Classic,1929499
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1365052
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1677294
Cà Phê Muối Chú Long - Đoàn Thị Điểm,434629
Cà Phê Muối Chú Long - Đội Cấn,4608340
Cà Phê Muối Chú Long - Đồng Xoài,722926
Cà Phê Muối Chú Long - Đường Láng,6510580
Cà Phê Muối Chú Long - Hà Huy Giáp,4737576
Cà Phê Muối Chú Long - Hậu Giang,5857100
Cà Phê Muối Chú Long - Hoàng Diệu,1366873
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2802685
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2924008
Cà Phê Muối Chú Long - Kha Vạn Cân,2588563
Cà Phê Muối Chú Long - Kiên Giang,431916
Cà Phê Muối Chú Long - Lạc Long Quân,2085186
Cà Phê Muối Chú Long - Lê Duẩn,744056
Cà Phê Muối Chú Long - Long An,354165
Cà Phê Muối Chú Long - Long Xuyên,302180
Cà Phê Muối Chú Long - Ngô Tất Tố,1927474
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4763362
Cà Phê Muối Chú Long - Nguyễn Huệ,3085212
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1300996
Cà Phê Muối Chú Long - Nha Trang,2454512
Cà Phê Muối Chú Long - Phan Thiết,2595255
Cà Phê Muối Chú Long - Phan Văn Trị,2907748
Cà Phê Muối Chú Long - Quảng Ngãi,532943
Cà Phê Muối Chú Long - Tây Ninh,186325
Cà Phê Muối Chú Long - Thanh Nhàn,8653477
Cà Phê Muối Chú Long - Thích Quảng Đức,375818
Cà Phê Muối Chú Long - Thuận An,1070979
Cà Phê Muối Chú Long - Tiền Giang,381250
Cà Phê Muối Chú Long - Tôn Đức Thắng,6302623
Cà Phê Muối Chú Long - Trà Vinh,246346
Cà Phê Muối Chú Long - Trần Hưng Đạo,988310
Cà Phê Muối Chú Long - Trương Định,5866360
Cà Phê Muối Chú Long - Vĩnh Long,352905
Cà Phê Muối Chú Long - Võ Văn Kiệt,3554543
Cà Phê Muối Chú Long - Vũng Tàu,1594527
(blank),
Grand Total,108839032
