Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,958318
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,531434
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2192734
Cà Phê Muối Chú Long - 417 Cộng Hoà,2781048
Cà Phê Muối Chú Long - An Dương Vương,2991047
Cà Phê Muối Chú Long - Bà Rịa,237970
Cà Phê Muối Chú Long - Bà Triệu,814485
Cà Phê Muối Chú Long - Bạch Đằng,753749
Cà Phê Muối Chú Long - Bến Tre,158822
Cà Phê Muối Chú Long - Bình Long,3964456
Cà Phê Muối Chú Long - Cà Mau,260680
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1799338
Cà Phê Muối Chú Long - Cần Thơ,1124294
Cà Phê Muối Chú Long - Classic,2841457
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2619226
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1618355
Cà Phê Muối Chú Long - Đoàn Thị Điểm,362688
Cà Phê Muối Chú Long - Đội Cấn,7639227
Cà Phê Muối Chú Long - Đồng Xoài,613560
Cà Phê Muối Chú Long - Đường Láng,9635431
Cà Phê Muối Chú Long - Hà Huy Giáp,3561645
Cà Phê Muối Chú Long - Hậu Giang,4583945
Cà Phê Muối Chú Long - Hoàng Diệu,832288
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2150484
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2540509
Cà Phê Muối Chú Long - Kha Vạn Cân,2284277
Cà Phê Muối Chú Long - Kiên Giang,748123
Cà Phê Muối Chú Long - Lạc Long Quân,2810344
Cà Phê Muối Chú Long - Lê Duẩn,1098538
Cà Phê Muối Chú Long - Long An,594006
Cà Phê Muối Chú Long - Long Xuyên,348729
Cà Phê Muối Chú Long - Ngô Tất Tố,981657
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5972986
Cà Phê Muối Chú Long - Nguyễn Huệ,6804972
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1886757
Cà Phê Muối Chú Long - Nha Trang,3429107
Cà Phê Muối Chú Long - Phan Thiết,1959032
Cà Phê Muối Chú Long - Phan Văn Trị,2245449
Cà Phê Muối Chú Long - Quảng Ngãi,779046
Cà Phê Muối Chú Long - Tây Ninh,126266
Cà Phê Muối Chú Long - Thanh Nhàn,9439622
Cà Phê Muối Chú Long - Thích Quảng Đức,692331
Cà Phê Muối Chú Long - Thuận An,1469703
Cà Phê Muối Chú Long - Tiền Giang,231026
Cà Phê Muối Chú Long - Tôn Đức Thắng,9074491
Cà Phê Muối Chú Long - Trà Vinh,241404
Cà Phê Muối Chú Long - Trần Hưng Đạo,505403
Cà Phê Muối Chú Long - Trương Định,12263280
Cà Phê Muối Chú Long - Vĩnh Long,722121
Cà Phê Muối Chú Long - Võ Văn Kiệt,1415947
Cà Phê Muối Chú Long - Vũng Tàu,631066
(blank),
Grand Total,126322873
