Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1361841
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,141394
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2214129
Cà Phê Muối Chú Long - 417 Cộng Hoà,2596501
Cà Phê Muối Chú Long - An Dương Vương,2194709
Cà Phê Muối Chú Long - Bà Rịa,54324
Cà Phê Muối Chú Long - Bà Triệu,968856
Cà Phê Muối Chú Long - Bạch Đằng,1354710
Cà Phê Muối Chú Long - Bến Tre,426634
Cà Phê Muối Chú Long - Bình Long,4737979
Cà Phê Muối Chú Long - Cà Mau,163915
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1442723
Cà Phê Muối Chú Long - Cần Thơ,1214419
Cà Phê Muối Chú Long - Classic,1791649
Cà Phê Muối Chú Long - Công Trường Quốc Tế,3578049
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1141626
Cà Phê Muối Chú Long - Đoàn Thị Điểm,112345
Cà Phê Muối Chú Long - Đội Cấn,7528811
Cà Phê Muối Chú Long - Đồng Xoài,828895
Cà Phê Muối Chú Long - Đường Láng,8896160
Cà Phê Muối Chú Long - Hà Huy Giáp,3644404
Cà Phê Muối Chú Long - Hậu Giang,3780629
Cà Phê Muối Chú Long - Hoàng Diệu,1204739
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3240582
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2529746
Cà Phê Muối Chú Long - Kha Vạn Cân,1995450
Cà Phê Muối Chú Long - Kiên Giang,704178
Cà Phê Muối Chú Long - Lạc Long Quân,1994816
Cà Phê Muối Chú Long - Lê Duẩn,1127792
Cà Phê Muối Chú Long - Long An,692244
Cà Phê Muối Chú Long - Long Xuyên,163275
Cà Phê Muối Chú Long - Ngô Tất Tố,815087
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5117962
Cà Phê Muối Chú Long - Nguyễn Huệ,4576159
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2952872
Cà Phê Muối Chú Long - Nha Trang,2671104
Cà Phê Muối Chú Long - Phan Thiết,1586478
Cà Phê Muối Chú Long - Phan Văn Trị,2524869
Cà Phê Muối Chú Long - Quảng Ngãi,398450
Cà Phê Muối Chú Long - Tây Ninh,78845
Cà Phê Muối Chú Long - Thanh Nhàn,11278666
Cà Phê Muối Chú Long - Thích Quảng Đức,734685
Cà Phê Muối Chú Long - Thuận An,1010641
Cà Phê Muối Chú Long - Tiền Giang,382156
Cà Phê Muối Chú Long - Tôn Đức Thắng,10107470
Cà Phê Muối Chú Long - Trà Vinh,305950
Cà Phê Muối Chú Long - Trần Hưng Đạo,716550
Cà Phê Muối Chú Long - Trương Định,9917077
Cà Phê Muối Chú Long - Vĩnh Long,771403
Cà Phê Muối Chú Long - Võ Văn Kiệt,3236832
Cà Phê Muối Chú Long - Vũng Tàu,792984
(blank),
Grand Total,123803764
