Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1838471
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,869339
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2287223
Cà Phê Muối Chú Long - 417 Cộng Hoà,3760590
Cà Phê Muối Chú Long - An Dương Vương,3227757
Cà Phê Muối Chú Long - Bà Rịa,256152
Cà Phê Muối Chú Long - Bà Triệu,532338
Cà Phê Muối Chú Long - Bạch Đằng,1494114
Cà Phê Muối Chú Long - Bến Tre,262870
Cà Phê Muối Chú Long - Bình Long,4918423
Cà Phê Muối Chú Long - Cà Mau,587419
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1535954
Cà Phê Muối Chú Long - Cần Thơ,1161178
Cà Phê Muối Chú Long - Classic,2433818
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2771499
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1088821
Cà Phê Muối Chú Long - Đoàn Thị Điểm,98085
Cà Phê Muối Chú Long - Đội Cấn,7405545
Cà Phê Muối Chú Long - Đồng Xoài,906386
Cà Phê Muối Chú Long - Đường Láng,7937382
Cà Phê Muối Chú Long - Hà Huy Giáp,4175776
Cà Phê Muối Chú Long - Hậu Giang,6645217
Cà Phê Muối Chú Long - Hoàng Diệu,743787
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3873774
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3275213
Cà Phê Muối Chú Long - Kha Vạn Cân,2604313
Cà Phê Muối Chú Long - Kiên Giang,863717
Cà Phê Muối Chú Long - Lạc Long Quân,2831191
Cà Phê Muối Chú Long - Lê Duẩn,1255644
Cà Phê Muối Chú Long - Long An,729188
Cà Phê Muối Chú Long - Long Xuyên,686786
Cà Phê Muối Chú Long - Ngô Tất Tố,1110291
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6509656
Cà Phê Muối Chú Long - Nguyễn Huệ,4350045
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,3102903
Cà Phê Muối Chú Long - Nha Trang,4143385
Cà Phê Muối Chú Long - Phan Thiết,2212950
Cà Phê Muối Chú Long - Phan Văn Trị,2943030
Cà Phê Muối Chú Long - Quảng Ngãi,1108877
Cà Phê Muối Chú Long - Tây Ninh,384494
Cà Phê Muối Chú Long - Thanh Nhàn,11443950
Cà Phê Muối Chú Long - Thích Quảng Đức,915212
Cà Phê Muối Chú Long - Thuận An,1455797
Cà Phê Muối Chú Long - Tiền Giang,1006355
Cà Phê Muối Chú Long - Tôn Đức Thắng,9590297
Cà Phê Muối Chú Long - Trà Vinh,755441
Cà Phê Muối Chú Long - Trần Hưng Đạo,538413
Cà Phê Muối Chú Long - Trương Định,8811122
Cà Phê Muối Chú Long - Vĩnh Long,899330
Cà Phê Muối Chú Long - Võ Văn Kiệt,4448229
Cà Phê Muối Chú Long - Vũng Tàu,1102062
(blank),
Grand Total,139889809
