Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,909210
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,547430
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2536450
Cà Phê Muối Chú Long - 417 Cộng Hoà,3021308
Cà Phê Muối Chú Long - An Dương Vương,2880694
Cà Phê Muối Chú Long - Bà Rịa,45271
Cà Phê Muối Chú Long - Bà Triệu,1107467
Cà Phê Muối Chú Long - Bạch Đằng,2197992
Cà Phê Muối Chú Long - Bến Tre,614026
Cà Phê Muối Chú Long - Bình Long,5577739
Cà Phê Muối Chú Long - Cà Mau,607913
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,2656479
Cà Phê Muối Chú Long - Cần Thơ,1128668
Cà Phê Muối Chú Long - Classic,2902678
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1044803
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1573229
Cà Phê Muối Chú Long - Đoàn Thị Điểm,562989
Cà Phê Muối Chú Long - Đội Cấn,4234519
Cà Phê Muối Chú Long - Đồng Xoài,480660
Cà Phê Muối Chú Long - Đường Láng,5724937
Cà Phê Muối Chú Long - Hà Huy Giáp,4611951
Cà Phê Muối Chú Long - Hậu Giang,7329271
Cà Phê Muối Chú Long - Hoàng Diệu,1017719
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3089029
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2625749
Cà Phê Muối Chú Long - Kha Vạn Cân,2498686
Cà Phê Muối Chú Long - Kiên Giang,797941
Cà Phê Muối Chú Long - Lạc Long Quân,2425734
Cà Phê Muối Chú Long - Lê Duẩn,1223178
Cà Phê Muối Chú Long - Long An,1189400
Cà Phê Muối Chú Long - Long Xuyên,521674
Cà Phê Muối Chú Long - Ngô Tất Tố,957922
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4072141
Cà Phê Muối Chú Long - Nguyễn Huệ,3425047
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2011252
Cà Phê Muối Chú Long - Nha Trang,3167083
Cà Phê Muối Chú Long - Phan Thiết,2373750
Cà Phê Muối Chú Long - Phan Văn Trị,3706361
Cà Phê Muối Chú Long - Quảng Ngãi,1212037
Cà Phê Muối Chú Long - Tây Ninh,369219
Cà Phê Muối Chú Long - Thanh Nhàn,6850236
Cà Phê Muối Chú Long - Thích Quảng Đức,823659
Cà Phê Muối Chú Long - Thuận An,1057457
Cà Phê Muối Chú Long - Tiền Giang,444827
Cà Phê Muối Chú Long - Tôn Đức Thắng,5308386
Cà Phê Muối Chú Long - Trà Vinh,810011
Cà Phê Muối Chú Long - Trần Hưng Đạo,1226980
Cà Phê Muối Chú Long - Trương Định,5613806
Cà Phê Muối Chú Long - Vĩnh Long,625090
Cà Phê Muối Chú Long - Võ Văn Kiệt,3468593
Cà Phê Muối Chú Long - Vũng Tàu,1600038
(blank),
Grand Total,116808689
