Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,850272
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,308817
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1340599
Cà Phê Muối Chú Long - 417 Cộng Hoà,2807200
Cà Phê Muối Chú Long - An Dương Vương,2193336
Cà Phê Muối Chú Long - Bà Rịa,322725
Cà Phê Muối Chú Long - Bà Triệu,1292610
Cà Phê Muối Chú Long - Bạch Đằng,1286426
Cà Phê Muối Chú Long - Bến Tre,176478
Cà Phê Muối Chú Long - Bình Long,4051983
Cà Phê Muối Chú Long - Cà Mau,227482
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1635859
Cà Phê Muối Chú Long - Cần Thơ,1404089
Cà Phê Muối Chú Long - Classic,2097726
Cà Phê Muối Chú Long - Công Trường Quốc Tế,3023544
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1233611
Cà Phê Muối Chú Long - Đoàn Thị Điểm,146675
Cà Phê Muối Chú Long - Đội Cấn,7776396
Cà Phê Muối Chú Long - Đồng Xoài,689411
Cà Phê Muối Chú Long - Đường Láng,9268905
Cà Phê Muối Chú Long - Hà Huy Giáp,2594196
Cà Phê Muối Chú Long - Hậu Giang,5292932
Cà Phê Muối Chú Long - Hoàng Diệu,911815
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3164030
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2061653
Cà Phê Muối Chú Long - Kha Vạn Cân,1816440
Cà Phê Muối Chú Long - Kiên Giang,413881
Cà Phê Muối Chú Long - Lạc Long Quân,3190234
Cà Phê Muối Chú Long - Lê Duẩn,1255225
Cà Phê Muối Chú Long - Long An,753909
Cà Phê Muối Chú Long - Long Xuyên,338243
Cà Phê Muối Chú Long - Ngô Tất Tố,1202975
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5830263
Cà Phê Muối Chú Long - Nguyễn Huệ,4000423
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2188886
Cà Phê Muối Chú Long - Nha Trang,2581155
Cà Phê Muối Chú Long - Phan Thiết,1561353
Cà Phê Muối Chú Long - Phan Văn Trị,2513849
Cà Phê Muối Chú Long - Quảng Ngãi,665206
Cà Phê Muối Chú Long - Tây Ninh,362273
Cà Phê Muối Chú Long - Thanh Nhàn,11865536
Cà Phê Muối Chú Long - Thích Quảng Đức,516230
Cà Phê Muối Chú Long - Thuận An,978523
Cà Phê Muối Chú Long - Tiền Giang,390190
Cà Phê Muối Chú Long - Tôn Đức Thắng,10166409
Cà Phê Muối Chú Long - Trà Vinh,418373
Cà Phê Muối Chú Long - Trần Hưng Đạo,783585
Cà Phê Muối Chú Long - Trương Định,9252629
Cà Phê Muối Chú Long - Vĩnh Long,375690
Cà Phê Muối Chú Long - Võ Văn Kiệt,3126657
Cà Phê Muối Chú Long - Vũng Tàu,1006354
(blank),
Grand Total,123713261
