Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1281697
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,408589
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1823485
Cà Phê Muối Chú Long - 417 Cộng Hoà,4071689
Cà Phê Muối Chú Long - An Dương Vương,3364701
Cà Phê Muối Chú Long - Bà Rịa,226726
Cà Phê Muối Chú Long - Bà Triệu,560518
Cà Phê Muối Chú Long - Bạch Đằng,1604567
Cà Phê Muối Chú Long - Bến Tre,252607
Cà Phê Muối Chú Long - Bình Long,5997560
Cà Phê Muối Chú Long - Cà Mau,490164
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1925830
Cà Phê Muối Chú Long - Cần Thơ,1797072
Cà Phê Muối Chú Long - Classic,2139467
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2115756
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1910463
Cà Phê Muối Chú Long - Đoàn Thị Điểm,290180
Cà Phê Muối Chú Long - Đội Cấn,5382607
Cà Phê Muối Chú Long - Đồng Xoài,585080
Cà Phê Muối Chú Long - Đường Láng,7114453
Cà Phê Muối Chú Long - Hà Huy Giáp,4388887
Cà Phê Muối Chú Long - Hậu Giang,5794662
Cà Phê Muối Chú Long - Hoàng Diệu,1091461
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,3237294
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3375748
Cà Phê Muối Chú Long - Kha Vạn Cân,2593508
Cà Phê Muối Chú Long - Kiên Giang,974816
Cà Phê Muối Chú Long - Lạc Long Quân,2270358
Cà Phê Muối Chú Long - Lê Duẩn,1349353
Cà Phê Muối Chú Long - Long An,824707
Cà Phê Muối Chú Long - Long Xuyên,293427
Cà Phê Muối Chú Long - Ngô Tất Tố,914912
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5793248
Cà Phê Muối Chú Long - Nguyễn Huệ,3594637
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1915613
Cà Phê Muối Chú Long - Nha Trang,3842496
Cà Phê Muối Chú Long - Phan Thiết,3195798
Cà Phê Muối Chú Long - Phan Văn Trị,3153959
Cà Phê Muối Chú Long - Quảng Ngãi,1075692
Cà Phê Muối Chú Long - Tây Ninh,198170
Cà Phê Muối Chú Long - Thanh Nhàn,10316761
Cà Phê Muối Chú Long - Thích Quảng Đức,387513
Cà Phê Muối Chú Long - Thuận An,1257664
Cà Phê Muối Chú Long - Tiền Giang,578666
Cà Phê Muối Chú Long - Tôn Đức Thắng,7169851
Cà Phê Muối Chú Long - Trà Vinh,1134394
Cà Phê Muối Chú Long - Trần Hưng Đạo,1303693
Cà Phê Muối Chú Long - Trương Định,7894708
Cà Phê Muối Chú Long - Vĩnh Long,941240
Cà Phê Muối Chú Long - Võ Văn Kiệt,3536939
Cà Phê Muối Chú Long - Vũng Tàu,1043328
(blank),
Grand Total,128786714
