Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1169476
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,309572
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2095602
Cà Phê Muối Chú Long - 417 Cộng Hoà,2676417
Cà Phê Muối Chú Long - An Dương Vương,2383975
Cà Phê Muối Chú Long - Bà Rịa,115891
Cà Phê Muối Chú Long - Bà Triệu,754676
Cà Phê Muối Chú Long - Bạch Đằng,957463
Cà Phê Muối Chú Long - Bến Tre,101971
Cà Phê Muối Chú Long - Bình Long,4675899
Cà Phê Muối Chú Long - Cà Mau,384870
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1819808
Cà Phê Muối Chú Long - Cần Thơ,1279582
Cà Phê Muối Chú Long - Classic,1631493
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2663037
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1352670
Cà Phê Muối Chú Long - Đoàn Thị Điểm,116495
Cà Phê Muối Chú Long - Đội Cấn,8185712
Cà Phê Muối Chú Long - Đồng Xoài,352276
Cà Phê Muối Chú Long - Đường Láng,11135579
Cà Phê Muối Chú Long - Hà Huy Giáp,3882216
Cà Phê Muối Chú Long - Hậu Giang,4006453
Cà Phê Muối Chú Long - Hoàng Diệu,895704
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2665801
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3799318
Cà Phê Muối Chú Long - Kha Vạn Cân,2468324
Cà Phê Muối Chú Long - Kiên Giang,483332
Cà Phê Muối Chú Long - Lạc Long Quân,1815682
Cà Phê Muối Chú Long - Lê Duẩn,985113
Cà Phê Muối Chú Long - Long An,460610
Cà Phê Muối Chú Long - Long Xuyên,448248
Cà Phê Muối Chú Long - Ngô Tất Tố,1113188
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5075932
Cà Phê Muối Chú Long - Nguyễn Huệ,4431486
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2074376
Cà Phê Muối Chú Long - Nha Trang,3395712
Cà Phê Muối Chú Long - Phan Thiết,1815845
Cà Phê Muối Chú Long - Phan Văn Trị,2581100
Cà Phê Muối Chú Long - Quảng Ngãi,842283
Cà Phê Muối Chú Long - Tây Ninh,66018
Cà Phê Muối Chú Long - Thanh Nhàn,11268782
Cà Phê Muối Chú Long - Thích Quảng Đức,421766
Cà Phê Muối Chú Long - Thuận An,855893
Cà Phê Muối Chú Long - Tiền Giang,105478
Cà Phê Muối Chú Long - Tôn Đức Thắng,9690216
Cà Phê Muối Chú Long - Trà Vinh,610832
Cà Phê Muối Chú Long - Trần Hưng Đạo,811617
Cà Phê Muối Chú Long - Trương Định,11270638
Cà Phê Muối Chú Long - Vĩnh Long,361140
Cà Phê Muối Chú Long - Võ Văn Kiệt,3468743
Cà Phê Muối Chú Long - Vũng Tàu,610543
(blank),
Grand Total,126944853
