Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,947583
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,434595
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1876461
Cà Phê Muối Chú Long - 417 Cộng Hoà,2635222
Cà Phê Muối Chú Long - An Dương Vương,1666337
Cà Phê Muối Chú Long - Bà Rịa,187078
Cà Phê Muối Chú Long - Bà Triệu,593227
Cà Phê Muối Chú Long - Bạch Đằng,403487
Cà Phê Muối Chú Long - Bến Tre,189192
Cà Phê Muối Chú Long - Bình Long,3595596
Cà Phê Muối Chú Long - Cà Mau,141092
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1439689
Cà Phê Muối Chú Long - Cần Thơ,1566401
Cà Phê Muối Chú Long - Classic,2450524
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2276675
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1371786
Cà Phê Muối Chú Long - Đoàn Thị Điểm,196736
Cà Phê Muối Chú Long - Đội Cấn,8416482
Cà Phê Muối Chú Long - Đồng Xoài,465905
Cà Phê Muối Chú Long - Đường Láng,8295530
Cà Phê Muối Chú Long - Hà Huy Giáp,3763953
Cà Phê Muối Chú Long - Hậu Giang,5293301
Cà Phê Muối Chú Long - Hoàng Diệu,1018736
Cà Phê Muối Chú Long - Hùng Vương,428557
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1999174
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2701813
Cà Phê Muối Chú Long - Kha Vạn Cân,2054777
Cà Phê Muối Chú Long - Kiên Giang,683353
Cà Phê Muối Chú Long - Lạc Long Quân,1886146
Cà Phê Muối Chú Long - Lê Duẩn,980670
Cà Phê Muối Chú Long - Long An,392415
Cà Phê Muối Chú Long - Long Xuyên,230500
Cà Phê Muối Chú Long - Ngô Tất Tố,1416619
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5737191
Cà Phê Muối Chú Long - Nguyễn Huệ,4435615
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1820621
Cà Phê Muối Chú Long - Phan Thiết,1816645
Cà Phê Muối Chú Long - Phan Văn Trị,1041683
Cà Phê Muối Chú Long - Quảng Ngãi,807639
Cà Phê Muối Chú Long - Tây Ninh,229557
Cà Phê Muối Chú Long - Thanh Nhàn,10681383
Cà Phê Muối Chú Long - Thích Quảng Đức,1270774
Cà Phê Muối Chú Long - Thuận An,1302651
Cà Phê Muối Chú Long - Tiền Giang,317381
Cà Phê Muối Chú Long - Tôn Đức Thắng,9064177
Cà Phê Muối Chú Long - Trà Vinh,516042
Cà Phê Muối Chú Long - Trần Hưng Đạo,555165
Cà Phê Muối Chú Long - Trương Định,8547361
Cà Phê Muối Chú Long - Vĩnh Long,490201
Cà Phê Muối Chú Long - Võ Văn Kiệt,2730873
Cà Phê Muối Chú Long - Vũng Tàu,686599
(blank),
Grand Total,114051170
