Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,918235
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,264078
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2574356
Cà Phê Muối Chú Long - 417 Cộng Hoà,3135988
Cà Phê Muối Chú Long - An Dương Vương,1853210
Cà Phê Muối Chú Long - Bà Rịa,324436
Cà Phê Muối Chú Long - Bà Triệu,806940
Cà Phê Muối Chú Long - Bạch Đằng,757272
Cà Phê Muối Chú Long - Bến Tre,275581
Cà Phê Muối Chú Long - Bình Long,4069183
Cà Phê Muối Chú Long - Cà Mau,492728
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1197966
Cà Phê Muối Chú Long - Cần Thơ,1187775
Cà Phê Muối Chú Long - Classic,2591158
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2452627
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1417711
Cà Phê Muối Chú Long - Đoàn Thị Điểm,550790
Cà Phê Muối Chú Long - Đội Cấn,6388611
Cà Phê Muối Chú Long - Đồng Xoài,445533
Cà Phê Muối Chú Long - Đường Láng,9387506
Cà Phê Muối Chú Long - Hà Huy Giáp,5021218
Cà Phê Muối Chú Long - Hậu Giang,5657463
Cà Phê Muối Chú Long - Hoàng Diệu,705952
Cà Phê Muối Chú Long - Hùng Vương,500050
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2867401
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3584581
Cà Phê Muối Chú Long - Kha Vạn Cân,2158280
Cà Phê Muối Chú Long - Kiên Giang,535886
Cà Phê Muối Chú Long - Lạc Long Quân,2053947
Cà Phê Muối Chú Long - Lê Duẩn,1490865
Cà Phê Muối Chú Long - Long An,895517
Cà Phê Muối Chú Long - Long Xuyên,105064
Cà Phê Muối Chú Long - Ngô Tất Tố,893295
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4867227
Cà Phê Muối Chú Long - Nguyễn Huệ,3709072
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1778176
Cà Phê Muối Chú Long - Phan Thiết,1965620
Cà Phê Muối Chú Long - Phan Văn Trị,1524715
Cà Phê Muối Chú Long - Quảng Ngãi,1229310
Cà Phê Muối Chú Long - Tây Ninh,269546
Cà Phê Muối Chú Long - Thanh Nhàn,9920147
Cà Phê Muối Chú Long - Thích Quảng Đức,1707101
Cà Phê Muối Chú Long - Thuận An,1488067
Cà Phê Muối Chú Long - Tiền Giang,390380
Cà Phê Muối Chú Long - Tôn Đức Thắng,6640285
Cà Phê Muối Chú Long - Trà Vinh,251289
Cà Phê Muối Chú Long - Trần Hưng Đạo,326512
Cà Phê Muối Chú Long - Trương Định,8428697
Cà Phê Muối Chú Long - Vĩnh Long,435951
Cà Phê Muối Chú Long - Võ Văn Kiệt,2894922
Cà Phê Muối Chú Long - Vũng Tàu,1197360
(blank),
Grand Total,116585580
