Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1151386
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,447234
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2834988
Cà Phê Muối Chú Long - 417 Cộng Hoà,3700612
Cà Phê Muối Chú Long - An Dương Vương,3155891
Cà Phê Muối Chú Long - Bà Rịa,99595
Cà Phê Muối Chú Long - Bà Triệu,549751
Cà Phê Muối Chú Long - Bạch Đằng,778768
Cà Phê Muối Chú Long - Bến Tre,191834
Cà Phê Muối Chú Long - Bình Long,4385194
Cà Phê Muối Chú Long - Cà Mau,170142
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1733864
Cà Phê Muối Chú Long - Cần Thơ,1457521
Cà Phê Muối Chú Long - Classic,2617018
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2939939
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1297905
Cà Phê Muối Chú Long - Đoàn Thị Điểm,387251
Cà Phê Muối Chú Long - Đội Cấn,9657649
Cà Phê Muối Chú Long - Đồng Xoài,236162
Cà Phê Muối Chú Long - Đường Láng,11762860
Cà Phê Muối Chú Long - Hà Huy Giáp,4299557
Cà Phê Muối Chú Long - Hậu Giang,3840370
Cà Phê Muối Chú Long - Hoàng Diệu,1224963
Cà Phê Muối Chú Long - Hùng Vương,242387
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2950825
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3421315
Cà Phê Muối Chú Long - Kha Vạn Cân,2405109
Cà Phê Muối Chú Long - Kiên Giang,621335
Cà Phê Muối Chú Long - Lạc Long Quân,2708239
Cà Phê Muối Chú Long - Lê Duẩn,1988972
Cà Phê Muối Chú Long - Long An,780668
Cà Phê Muối Chú Long - Long Xuyên,434595
Cà Phê Muối Chú Long - Ngô Tất Tố,1077440
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5655332
Cà Phê Muối Chú Long - Nguyễn Huệ,4830501
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,3047076
Cà Phê Muối Chú Long - Nha Trang,3623898
Cà Phê Muối Chú Long - Phan Thiết,1894933
Cà Phê Muối Chú Long - Phan Văn Trị,2941728
Cà Phê Muối Chú Long - Quảng Ngãi,753377
Cà Phê Muối Chú Long - Tây Ninh,175990
Cà Phê Muối Chú Long - Thanh Nhàn,11814297
Cà Phê Muối Chú Long - Thích Quảng Đức,898620
Cà Phê Muối Chú Long - Thuận An,1211516
Cà Phê Muối Chú Long - Tiền Giang,441763
Cà Phê Muối Chú Long - Tôn Đức Thắng,10074979
Cà Phê Muối Chú Long - Trà Vinh,537776
Cà Phê Muối Chú Long - Trần Hưng Đạo,533532
Cà Phê Muối Chú Long - Trương Định,9224084
Cà Phê Muối Chú Long - Vĩnh Long,732439
Cà Phê Muối Chú Long - Võ Văn Kiệt,3967702
Cà Phê Muối Chú Long - Vũng Tàu,726213
(blank),
Grand Total,138637095
